Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
April 2008,Gurungu Health Center,4,0,57,,,,,,,,,,5,,,,,,,,3,1,,2,,,11
May 2008,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Eggu Health Center,2,0,22,,,,,,,,,,,,,,1,,1,,,,,,,1,2
May 2008,Poyentanga Health Center,21,0,228,,,,,,,,,,2,,,,22,,24,,17,18,,23,,47,16
May 2008,Piisie (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Lassia Tuolu Health Center,6,0,107,,,,,,,,,,2,5,,,2,,1,,6,1,,,,26,7
May 2008,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Dorimon Health Center,12,0,156,,,,,,,,,,1,2,,,7,,4,,5,1,,6,,14,20
May 2008,Vieri Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Olli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Metteu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Da-e-yiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,BULI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Dornye CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Dabo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Vieri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Gurungu Health Center,5,0,106,,,,,,,,,,6,2,,,,,,,2,2,,34,,9,12
June 2008,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Eggu Health Center,5,0,29,,,,,,,,,,,,,,3,,4,,,,,2,,6,3
June 2008,Poyentanga Health Center,10,0,174,,,,,,,,,,16,,,,5,,14,,20,1,,22,,28,7
June 2008,Piisie (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Lassia Tuolu Health Center,1,0,82,,,,,,,,,,,,,,3,,8,,5,5,,1,1,28,5
June 2008,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dorimon Health Center,10,0,135,,,,,,,,,,4,,,,12,,,,19,9,,3,,10,25
June 2008,Vieri Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Olli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Metteu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Da-e-yiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,BULI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dornye CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dabo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Vieri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gurungu Health Center,5,0,69,,,,,,,,,,,,,,,,,,,,,22,,,
July 2008,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Eggu Health Center,,,21,,,,,,,,,,,,,,1,,2,,,2,,,,4,2
July 2008,Poyentanga Health Center,33,0,220,,,,,,,,,,12,,,,5,,30,,10,7,,32,,59,16
July 2008,Piisie (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Lassia Tuolu Health Center,3,0,182,,,,,,,,,,1,2,,,5,,,,6,1,,3,,26,16
July 2008,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dorimon Health Center,4,0,191,,,,,,,,,,3,2,,,4,,5,,16,2,,7,,8,21
July 2008,Vieri Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Olli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Metteu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Da-e-yiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,BULI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dornye CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dabo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Vieri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Gurungu Health Center,1,0,71,,,,,,,,,,22,,,,1,,3,,5,1,,15,,13,8
August 2008,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Eggu Health Center,,,36,,,,,,,,,,1,,,,,,1,,,,,,,5,
August 2008,Poyentanga Health Center,8,0,268,,,,,,,,,,5,,,,,,12,,15,3,,15,,36,4
August 2008,Piisie (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Lassia Tuolu Health Center,5,0,180,,,,,,,,,,5,1,,,3,,1,,3,1,,4,,26,8
August 2008,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dorimon Health Center,9,0,233,,,,,,,,,,,,,,3,,3,,5,,,4,,28,23
August 2008,Vieri Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Olli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Metteu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Da-e-yiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,BULI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dornye CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dabo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Vieri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Gurungu Health Center,11,0,89,,,,,,,,,,10,1,,,1,,,,5,1,,11,,16,11
September 2008,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Eggu Health Center,3,0,34,,,,,,,,,,1,,,,1,,,,,2,,,,5,3
September 2008,Poyentanga Health Center,25,0,296,,,,,,,,,,31,10,,,15,,19,,31,5,,54,,147,10
September 2008,Piisie (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Lassia Tuolu Health Center,8,0,88,,,1,,,,,,,,2,,,4,,2,,5,,,4,,45,3
September 2008,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Dorimon Health Center,13,0,214,,,,,,,,,,10,1,,,,,4,,4,1,,4,,7,21
September 2008,Vieri Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Olli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Metteu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Da-e-yiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,BULI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Dornye CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Dabo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Vieri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Gurungu Health Center,8,0,40,,,,,,,,,,,2,,,,,,,,1,,5,,8,13
October 2008,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Eggu Health Center,1,0,15,,,,,,,,,,1,,,,,,,,,,,,,5,
October 2008,Poyentanga Health Center,30,0,248,,,,,,,,,,8,,,,10,,11,,17,5,,,,68,19
October 2008,Piisie (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Lassia Tuolu Health Center,5,0,97,,,,,,,,,,6,,,,1,,2,,1,1,,6,,39,10
October 2008,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Dorimon Health Center,15,0,217,,,,,,,,,,,,,,2,,5,,7,1,,1,,20,19
October 2008,Vieri Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Olli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Metteu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Da-e-yiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,BULI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Dornye CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Dabo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Vieri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Gurungu Health Center,16,0,89,,,,,,,,,,15,,,,1,,2,,2,,,12,,13,9
November 2008,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Eggu Health Center,2,0,33,,,,,,,,,,2,,,,1,,4,,,,,3,,6,
November 2008,Poyentanga Health Center,13,0,154,,,,,,,,,,25,,,,12,,21,,12,4,,34,,110,7
November 2008,Piisie (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Lassia Tuolu Health Center,7,0,190,,,,,,,,,,6,,,,1,,,,3,1,,2,,33,10
November 2008,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Dorimon Health Center,12,0,176,,,,,,,,,,3,3,,,,,,,4,,,,,17,14
November 2008,Vieri Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Olli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Metteu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Da-e-yiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,BULI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Dornye CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Dabo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Vieri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Gurungu Health Center,4,0,69,,,,,,,,,,8,2,,,3,,4,,3,,,,,5,11
December 2008,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Eggu Health Center,3,0,23,,,,,,,,,,,,,,3,,2,,,,,,,10,
December 2008,Poyentanga Health Center,29,0,237,,,,,,,,,,57,6,,,13,,18,,14,4,,31,,82,7
December 2008,Piisie (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Lassia Tuolu Health Center,6,0,86,,,,,,,,,,3,1,,,3,,4,,7,,2,3,1,21,8
December 2008,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Dorimon Health Center,9,0,135,,,,,,,,,,5,,,,7,,2,,5,,,4,,30,30
December 2008,Vieri Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Olli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Metteu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Da-e-yiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,BULI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Dornye CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Dabo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Vieri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Gurungu Health Center,17,0,70,,,,,,,,,,4,,,,,,,,4,1,,1,,16,9
January 2009,Kunchelleyiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Tallawona CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,St. Ignatius Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Eggu Health Center,5,0,38,,,,,,,,,,1,,,,,,4,,,,,7,,19,1
January 2009,Poyentanga Health Center,13,0,185,,,,,1,,,,,1,,,,6,,11,,13,1,1,29,,52,20
January 2009,Piisie (Wa West) CHPS,,,,,,,,,,,,,1,2,,,,,,,,,,1,,,
January 2009,Maanyayiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Progress Maternity,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Jenbob CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Siiriyire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Lassia Tuolu Health Center,5,0,92,,,,,,,,,,2,3,,,2,,10,,4,,2,9,1,16,4
January 2009,Chogsia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Ga (Wa West) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Varimpare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Dorimon Health Center,8,0,208,,,,,,,,,,12,1,,,10,,,,8,1,,8,,21,30
