Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
May 2008,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Fumbisi Health Centre,14,0,123,,,3,,2,,,,,,,,,2,,2,,3,,,14,,60,2
May 2008,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Doninga Health Centre,2,0,5,,,,,,,,,,,,,,,,,,1,,,2,,3,2
May 2008,Kanjarga Health Centre,6,0,58,,,2,,1,,,,,,3,,,3,,10,,,1,,16,,11,3
May 2008,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Fumbisi Health Centre,8,0,147,,,,,1,,,,,,4,,,,,4,,10,1,,19,,54,
June 2008,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Doninga Health Centre,1,0,6,,,,,,,,,,,,,,,,,,,,,8,,,
June 2008,Kanjarga Health Centre,5,0,73,,,,,,,1,,,1,,,,2,,4,,1,1,,18,,23,4
June 2008,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,1,,2,,,,,4,,,
July 2008,Gbedema CHPS,,,,,,,,,,,,,,,,,3,,,,,,,7,,,
July 2008,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,2
July 2008,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Fumbisi Health Centre,6,0,179,,,3,,,,1,,,,10,,,4,,,,11,4,,17,,35,19
July 2008,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,8,,3,1
July 2008,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Doninga Health Centre,2,0,15,,,,,,,,,,,,,,,,,,,,,6,,7,3
July 2008,Kanjarga Health Centre,16,0,77,,,,,,,,,,,,,,2,,3,,,2,,20,,13,3
July 2008,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Gbedemblisi CHPS,,,,,,,,,,,,39,,,,,1,,,,,,,3,,,1
August 2008,Gbedema CHPS,,,,,,,,,,,,10,,,,,,,,,,,,1,,,
August 2008,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Fumbisi Health Centre,12,0,99,,,1,,2,,,,542,,4,,,4,,,,17,8,,63,,90,5
August 2008,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
August 2008,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,1
August 2008,Doninga Health Centre,4,0,16,,,,,,,,,,,,,,,,,,,,,10,,2,
August 2008,Kanjarga Health Centre,11,0,60,,,,,,,,,110,,,,,,,3,,,,,25,,11,3
August 2008,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Musidema CHPS,,,,,,,,,,,,,1,,,,,,,,,,,8,,2,1
September 2008,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,1,,,,,,,,,,
September 2008,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,6,
September 2008,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Fumbisi Health Centre,9,0,136,,,3,,2,,,,,,3,,,16,,,,18,6,,56,,151,13
September 2008,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,6,
September 2008,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,1
September 2008,Doninga Health Centre,4,0,31,,,,,,,,,,1,,,,,,,,,,,3,,13,3
September 2008,Kanjarga Health Centre,9,0,77,,,,,,,,,,2,1,,,,,1,,,,,13,,19,2
September 2008,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,6,1
October 2008,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
October 2008,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Fumbisi Health Centre,12,0,99,,,1,,2,,,,583,,3,,,1,,,,7,3,,39,,227,5
October 2008,Kunkwak CHPS,,,,,,,,,,,,34,,,,,,,,,,,,3,,3,
October 2008,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,
October 2008,Doninga Health Centre,2,0,22,,,1,,,,,,115,,,,,,,,,,,,6,,11,
October 2008,Kanjarga Health Centre,10,0,82,,,2,,,,,,,1,1,,,2,,,,,,,11,,28,2
October 2008,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,14,2
November 2008,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,2
November 2008,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Fumbisi Health Centre,14,0,219,,,,,,,,,,,7,,,4,,,,6,2,,39,,135,4
November 2008,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
November 2008,Chansa CHPS,,,,,,,,,,,,,,,,,,,2,,,,,4,,,1
November 2008,Doninga Health Centre,3,0,21,,,,,,,,,,,,,,,,,,,,,4,,15,
November 2008,Kanjarga Health Centre,10,0,104,,,,,,,,,,1,1,,,3,,,,,2,,8,,18,1
November 2008,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Musidema CHPS,,,,,,,,,,,,22,,,,,,,2,,,,,3,,10,
December 2008,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Fumbisi Health Centre,12,0,148,,,1,,1,,,,,,3,,,7,,,,1,3,,21,,15,14
December 2008,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,5,
December 2008,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,
December 2008,Doninga Health Centre,5,0,22,,,,,,,,,,1,,,,,,,,,,,20,,21,
December 2008,Kanjarga Health Centre,10,0,80,,,,,,,,,,,,,,3,,,,,2,,13,,26,1
December 2008,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,4,6
January 2009,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,8,,,
January 2009,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Fumbisi Health Centre,9,0,234,,,,,,,,,,,8,,,1,,,,,2,,71,,132,5
January 2009,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
January 2009,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,6,,,1
January 2009,Doninga Health Centre,3,0,23,,,1,,,,,,,1,,,,,,2,,,,,17,,12,
January 2009,Kanjarga Health Centre,10,0,94,,,,,,,,,,2,,,,3,,2,,,,,9,,20,4
January 2009,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,6,,4,
February 2009,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,1
February 2009,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,8,
February 2009,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Fumbisi Health Centre,12,0,124,,,1,,2,,1,,6,,,,,,,3,,6,,,43,,124,2
February 2009,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,4,
February 2009,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,2
February 2009,Doninga Health Centre,4,0,31,,,,,,,,,,,,,,,,,,,1,,44,,41,
February 2009,Kanjarga Health Centre,12,0,88,,,,,,,,,,2,2,,1,4,,6,,,,,10,,23,1
February 2009,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Musidema CHPS,,,,,,,,,,,,,1,1,,,,,1,,,,,6,,6,1
March 2009,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,3,,,,,,,,,,
March 2009,Gbedema CHPS,,,,,,,,,,,,,,,,,,,1,,,,,6,,3,
March 2009,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Fumbisi Health Centre,12,0,194,,,1,,,,2,2,,,4,,,12,,2,,5,4,,44,,147,7
March 2009,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,3,2
March 2009,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,1,,5,,,
March 2009,Doninga Health Centre,,,,,,,,,,,,,,,,,2,,,,,3,,35,,60,
March 2009,Kanjarga Health Centre,15,0,116,,,,,,,,,,,1,,,4,,3,,,2,,7,,29,3
March 2009,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Musidema CHPS,,,,,,,,,,,,,,,,,,,1,,,,,4,,7,7
April 2009,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
April 2009,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Fumbisi Health Centre,11,0,185,,,4,,,,,,1,,,,,2,,1,,11,,,50,,138,5
April 2009,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,4,
April 2009,Chansa CHPS,,,,,,,,,,,,,,,,,,,1,,,,,3,,,1
April 2009,Doninga Health Centre,,,,,,,,,,,,,,,,,,,1,,2,3,,25,,18,2
April 2009,Kanjarga Health Centre,17,0,100,,,2,,,,,,,,2,,,,,2,,,1,,11,,10,5
April 2009,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,10
May 2009,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,1,,,,,,,,,,
May 2009,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,
May 2009,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Fumbisi Health Centre,15,0,169,,,2,,,,,,,,,,,3,,,,7,,,29,,63,5
May 2009,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,1,
May 2009,Chansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Doninga Health Centre,8,0,27,,,1,,,,,,,,,,,,,4,,1,3,,15,,15,2
May 2009,Kanjarga Health Centre,17,0,100,,,,,,,,,1,1,,,,3,,,,,,,20,,14,3
May 2009,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,3,6
June 2009,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,,
June 2009,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,
June 2009,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Fumbisi Health Centre,12,0,254,,,,,,,,,,1,,,,4,,4,,10,11,,14,,19,4
June 2009,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
June 2009,Chansa CHPS,,,,,,,,,,,,,,,,,,,2,,,1,,11,,,
June 2009,Doninga Health Centre,4,0,17,,,,,,,,,,,,,,,,3,,,2,,11,9,11,2
June 2009,Kanjarga Health Centre,15,0,86,,,4,,,,,,,1,,,,1,,1,,,,,31,,22,1
June 2009,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Wupiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Musidema CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,
July 2009,Uwasi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Gbedemblisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,4
July 2009,Gbedema CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
July 2009,Bachongsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Wiesi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Jiningsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Jagsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Zamsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Fumbisi Health Centre,11,0,227,,,6,,,,,,,,,,,2,,,,17,3,,13,,34,6
July 2009,Kunkwak CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,9,4
July 2009,Chansa CHPS,,,,,,,,,,,,,,,,,,,1,,,,,4,,,2
July 2009,Doninga Health Centre,5,0,30,,,1,,1,,,,,1,,,,,,,,1,5,,9,2,16,2
July 2009,Kanjarga Health Centre,12,0,102,,,,,1,,,,,,,,,,,,,,,,41,,31,2
July 2009,Kasiesa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
