Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
February 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Sombo Health Centre,,,,,,,,,,,,,,7,,,1,,10,,,,,24,,41,4
February 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Nadowli District Hospital,,,,,,,,,,,,,4,42,,,8,,3,,5,26,,22,,3,11
February 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Dapuori Health Centre,,,,,,,,,,,,,1,,,,1,,2,,,,,3,,2,3
February 2008,Takpo Health Centre,,,,,,,,,,,,,,2,,,1,,8,,1,3,,11,,22,4
February 2008,Tibani Zambogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Duong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Sankana CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Gbankor CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kaleo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Jang Health Centre,,,,,,,,,,,,,,,,,6,,3,,5,,,40,,29,10
March 2008,Charikpong Health Centre,,,,,,,,,,,,,9,,,,1,,3,,3,5,,6,,19,
March 2008,Sampina CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Nator CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kpazie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Ahmadia (nadowli) Hospital,,,,,,,,,,,,,11,2,,,6,,,,,,,3,,77,
March 2008,Nadowli Subdistrict Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Cheri-Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,4,2
March 2008,Kaleo Health Centre (Immaculate Conception),,,,,,,,,,,,,3,,,,2,,6,,,2,,12,,27,1
March 2008,Goli CHPS,,,,,,,,,,,,,1,,,,1,,1,,,,,4,,1,5
March 2008,Nanvilli Health Centre,,,,,,,,,,,,50,12,,,,7,,4,,9,2,,4,,9,8
March 2008,Meguo Mantaari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Mwaawaare Baamaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Sombo Health Centre,,,,,,,,,,,,,,3,,,2,,4,,1,,,33,,22,13
March 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Nadowli District Hospital,,,,,,,,,,,,,8,29,,,9,,,,11,5,,11,,2,6
March 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Dapuori Health Centre,,,,,,,,,,,,,,,,,2,,8,,,,,4,1,1,3
March 2008,Takpo Health Centre,,,,,,,,,,,,,,,,,4,,12,,8,1,,14,,14,21
March 2008,Tibani Zambogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Duong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Sankana CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Gbankor CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kaleo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Jang Health Centre,9,0,87,,,,,,,,,,1,,,,3,,10,,,,,21,,16,2
April 2008,Charikpong Health Centre,20,0,91,,,,,,,,,,6,,,,4,,8,,,4,,11,,14,
April 2008,Sampina CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Nator CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kpazie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Ahmadia (nadowli) Hospital,,,,,,,,,,,,,4,5,,,4,,,,,,,1,,113,
April 2008,Nadowli Subdistrict Health Centre,32,0,231,3,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Cheri-Sombo CHPS,,,,,,,,,,,,,,,,,,,1,,,,,1,,11,4
April 2008,Kaleo Health Centre (Immaculate Conception),14,0,80,,,,,,,,,,,,,,8,,3,,,,,14,,14,4
April 2008,Goli CHPS,,,,,,,,,,,,,,,,,2,,,,,,,5,,3,6
April 2008,Nanvilli Health Centre,7,7,69,,,,,,,,,54,10,,,,,,6,,,2,,4,,12,8
April 2008,Meguo Mantaari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Mwaawaare Baamaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Sombo Health Centre,9,9,49,,,,,,,,,,,5,,,3,,19,,,,,26,,24,
April 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Nadowli District Hospital,,,,,,,,,,,,,12,,,,,,11,,5,6,,32,,,7
April 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Dapuori Health Centre,5,0,23,,,,,,,,,,1,,,,1,,1,,,,,2,,,
April 2008,Takpo Health Centre,12,12,30,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Tibani Zambogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Duong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Sankana CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Gbankor CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kaleo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Jang Health Centre,,,,,,,,,,,,,,,,,4,,,,,,,7,,3,2
May 2008,Charikpong Health Centre,,,,,,,,,,,,,,1,,,4,,6,,4,,,13,,5,12
May 2008,Sampina CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nator CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kpazie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Ahmadia (nadowli) Hospital,,,,,,,,,,,,,,9,,,4,,,,,3,,2,1,97,
May 2008,Nadowli Subdistrict Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Cheri-Sombo CHPS,,,,,,,,,,,,,,,,,,,2,,,,,1,,2,7
May 2008,Kaleo Health Centre (Immaculate Conception),,,,,,,,,,,,,,,,,7,,6,,1,,,18,,21,2
May 2008,Goli CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,4,1
May 2008,Nanvilli Health Centre,,,,,,,,,,,,43,10,,,,1,,4,,5,1,,12,,15,6
May 2008,Meguo Mantaari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Mwaawaare Baamaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sombo Health Centre,,,,,,,,,,,,,,4,,,5,,12,,2,,,9,,24,4
May 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nadowli District Hospital,,,,,,,,,,,,,15,63,,,6,,,,14,,,20,,,5
May 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Dapuori Health Centre,,,,,,,,,,,,,2,,,,,,6,,,,,2,,4,3
May 2008,Takpo Health Centre,,,,,,,,,,,,,1,2,,,2,,13,,4,3,,21,,18,10
May 2008,Tibani Zambogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Duong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sankana CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Gbankor CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kaleo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Jang Health Centre,,,,,,,,,,,,,2,1,,,5,,4,,2,,,20,,13,3
June 2008,Charikpong Health Centre,,,,,,,,,,,,,5,2,,,4,,5,,2,,,19,,19,11
June 2008,Sampina CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nator CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kpazie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Ahmadia (nadowli) Hospital,,,,,,,,,,,,,,4,,,14,,10,,,,,3,,49,
June 2008,Nadowli Subdistrict Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Cheri-Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
June 2008,Kaleo Health Centre (Immaculate Conception),,,,,,,,,,,,,,,,,6,,1,,3,6,,13,,29,6
June 2008,Goli CHPS,,,,,,,,,,,,,,,,,,,3,,,,,8,,8,2
June 2008,Nanvilli Health Centre,,,,,,,,,,,,72,10,,,,,,6,,7,6,,6,,14,4
June 2008,Meguo Mantaari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Mwaawaare Baamaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sombo Health Centre,,,,,,,,,,,,,,6,,,5,,,,2,,,17,,35,7
June 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nadowli District Hospital,,,,,,,,,,,,,,68,,,39,,5,,4,9,,20,,,8
June 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dapuori Health Centre,,,,,,,,,,,,,,,,,,,3,,,,,3,,4,1
June 2008,Takpo Health Centre,,,,,,,,,,,,,,1,,,1,,11,,6,4,,19,,17,13
June 2008,Tibani Zambogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Duong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sankana CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gbankor CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kaleo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Jang Health Centre,,,,,,,,,,,,,6,,,,2,,,,3,,,21,,39,2
July 2008,Charikpong Health Centre,,,,,,,,,,,,234,8,,,,3,,12,,9,2,,33,,41,8
July 2008,Sampina CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nator CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kpazie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Ahmadia (nadowli) Hospital,,,,,,,,,,,132,,2,,,,17,,9,,,3,,8,,35,
July 2008,Nadowli Subdistrict Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Cheri-Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,8,6
July 2008,Kaleo Health Centre (Immaculate Conception),,,,,,,,,,,,,2,,,,,,5,,,,,18,,16,8
July 2008,Goli CHPS,,,,,,,,,,,,,,,,,,,2,,,,,6,,8,1
July 2008,Nanvilli Health Centre,,,,,,,,,,,,59,,,,,,,5,,,,,4,,,4
July 2008,Meguo Mantaari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Mwaawaare Baamaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sombo Health Centre,,,,,,,,,,,,,,3,,,6,,25,,,,,14,,29,8
July 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nadowli District Hospital,,,,,,,,,,,,,1,50,,,16,,4,,11,9,,18,,,21
July 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dapuori Health Centre,,,,,,,,,,,,,1,,,,3,,4,,,,,,,2,4
July 2008,Takpo Health Centre,,,,,,,,,,,,,,,,,,,7,,,,,5,1,16,11
July 2008,Tibani Zambogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Duong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sankana CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Gbankor CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kaleo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Jang Health Centre,,,,,,,,,,,,,2,,,,2,,5,,4,3,,19,,48,3
August 2008,Charikpong Health Centre,,,,,,,,,,,,225,2,2,,,1,,7,,3,2,,43,,69,
August 2008,Sampina CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nator CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kpazie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Ahmadia (nadowli) Hospital,,,,,,,,,,,,195,,3,,,3,,2,,,,,,,78,
August 2008,Nadowli Subdistrict Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Cheri-Sombo CHPS,,,,,,,,,,,,,29,,,,,,,,,,,12,,,8
August 2008,Kaleo Health Centre (Immaculate Conception),,,,,,,,,,,,,,2,,,4,,5,,,1,,29,,68,17
August 2008,Goli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,12,3
August 2008,Nanvilli Health Centre,,,,,,,,,,,,87,19,,,,,,3,,,3,,8,,,
August 2008,Meguo Mantaari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Mwaawaare Baamaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Sombo Health Centre,,,,,,,,,,,,,,2,,,2,,12,,,,,33,,66,
August 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nadowli District Hospital,,,,,,,,,,,,1165,8,17,,,2,,3,,2,3,8,53,,,12
August 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dapuori Health Centre,,,,,,,,,,,,,,,,,1,,4,,,1,,,,4,7
August 2008,Takpo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Tibani Zambogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Duong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Sankana CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Gbankor CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kaleo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Jang Health Centre,,,,,,,,,,,,,1,,,,5,,3,,3,,,35,,69,4
September 2008,Charikpong Health Centre,,,,,,,,,,,,170,1,2,,,4,,13,,1,2,,20,,47,10
September 2008,Sampina CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nator CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kpazie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Ahmadia (nadowli) Hospital,,,,,,,,,,,,95,,,,,,,,,,,,5,,129,
September 2008,Nadowli Subdistrict Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Cheri-Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,18,3
September 2008,Kaleo Health Centre (Immaculate Conception),,,,,,,,,,,,,,,,,6,,7,,5,1,,26,,52,15
September 2008,Goli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,3,2
September 2008,Nanvilli Health Centre,,,,,,,,,,,,58,8,,,,,,3,,,1,,3,,16,4
September 2008,Meguo Mantaari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Mwaawaare Baamaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Sombo Health Centre,,,,,,,,,,,,,,,,,14,,9,,,2,,21,,81,11
September 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nadowli District Hospital,,,,,,,,,,,,,9,28,,,7,,3,,4,9,,31,,1,4
September 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Dapuori Health Centre,,,,,,,,,,,,,,,,,5,,,,,,,4,,6,10
September 2008,Takpo Health Centre,,,,,,,,,,,,,,4,,,2,,5,,6,,,22,,52,15
September 2008,Tibani Zambogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Duong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Sankana CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Gbankor CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kaleo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Jang Health Centre,,,,,,,,,,,,,,2,,,2,,4,,2,,,26,,96,2
October 2008,Charikpong Health Centre,,,,,,,,,,,208,,,3,,,4,,10,,,,,37,,83,8
October 2008,Sampina CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nator CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kpazie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Ahmadia (nadowli) Hospital,,,,,,,,,,,,109,5,3,,,3,,,,,,,10,,103,
October 2008,Nadowli Subdistrict Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Cheri-Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,8,8
October 2008,Kaleo Health Centre (Immaculate Conception),,,,,,,,,,,,,3,,,,6,,2,,4,,,13,,51,6
October 2008,Goli CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,13,2
October 2008,Nanvilli Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Meguo Mantaari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Mwaawaare Baamaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Dapuoh CHPS Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kalsegra Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kanyini CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nyembale CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kaaha Ombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Sombo Health Centre,,,,,,,,,,,,,,6,,,2,,21,,,,,19,,91,7
October 2008,Piree Kangua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Naro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nadowli District Hospital,,,,,,,,,,,,,14,32,,,14,,,,8,,1,12,,,9
October 2008,Loho (Old and New) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
