Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
May 2008,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tuopare CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,4,1
May 2008,Piiri Health Centre,1,0,36,,,,,,,,,,,,,,,,,,,,,6,,16,
June 2008,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nandom Hospital,69,0,186,7,,12,,4,,,,,65,62,,,31,,49,,5,12,,59,26,193,
June 2008,Gengenkpe Health Centre,4,0,27,,,,,,,,,,,4,,,,,,,,,,2,,7,4
June 2008,Ketuo Hc,,,59,,,,,,,,,,,,,,2,,15,,,,,8,,13,3
June 2008,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nandom Rch,,,43,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kokoligu CHPS,,,8,,,1,,,,,,,,,,,,,,,,,,1,,3,1
June 2008,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Tuopare CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,11,1
June 2008,Piiri Health Centre,,,34,,,,,,,,,,,,,,2,,11,,,,,5,,12,6
July 2008,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nandom Hospital,1,0,157,1,,,,,,,,,103,97,,,37,,51,,6,18,,59,32,199,
July 2008,Gengenkpe Health Centre,3,0,23,,,1,,,,,,,7,1,,,,,,,,,,2,,2,5
July 2008,Ketuo Hc,1,0,57,,,1,,13,,,,,,2,,,,,2,,,,,4,,11,4
July 2008,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nandom Rch,,,18,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kokoligu CHPS,,,16,,,,,,,,,,1,,,,1,,2,,,,,6,,15,5
July 2008,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tuopare CHPS,,,7,,,,,,,,,,1,,,,,,,,,,,,,10,1
July 2008,Piiri Health Centre,,,33,,,1,,,,,,,,,,,9,,5,,,,,8,,25,
August 2008,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nandom Hospital,1,1,202,,,1,,,,,,,166,118,,,28,,50,,6,18,,78,29,331,
August 2008,Gengenkpe Health Centre,3,0,40,,,,,2,,,,,9,2,,,,,,,,,,2,,2,3
August 2008,Ketuo Hc,,,92,,,,,,,,,,,,,,,,,,,,,,,32,9
August 2008,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nandom Rch,,,40,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kokoligu CHPS,,,6,,,,,,,,,,,,,,2,,,,,,,4,,13,3
August 2008,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Tuopare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,9,4
August 2008,Piiri Health Centre,3,0,68,,,1,,16,,,,,,,,,,,11,,,,,3,,10,2
September 2008,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nandom Hospital,108,1,236,7,,,,,,,,,117,101,,,35,,68,,7,14,,59,15,180,3
September 2008,Gengenkpe Health Centre,3,0,42,,,1,,,,,,,10,,,,,,,,,,,5,,25,3
September 2008,Ketuo Hc,,,65,,,,,,,,,,,,,,2,,3,,,,,,,54,1
September 2008,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nandom Rch,,,56,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kokoligu CHPS,,,7,,,,,,,,,,3,,,,,,1,,,,,1,,11,
September 2008,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Tuopare CHPS,,,5,,,,,,,,,,,,,,,,,,,,,,,19,3
September 2008,Piiri Health Centre,,,51,,,,,,,,,,2,,,,1,,,,,,,2,,11,
October 2008,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nandom Hospital,100,1,220,5,,,,,,,,,89,128,,,21,,52,,2,,,91,53,225,
October 2008,Gengenkpe Health Centre,,,32,,,,,,,,,,7,,,,,,,,,,,,,,2
October 2008,Ketuo Hc,,,44,,,,,,,,,,,,,,1,,2,,,,,,,48,
October 2008,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nandom Rch,,,43,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kokoligu CHPS,,,1,,,,,,,,,,,,,,,,,,,,,1,,6,1
October 2008,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Tuopare CHPS,,,5,,,,,,,,,,,,,,,,,,,,,,,,4
October 2008,Piiri Health Centre,1,0,67,,,,,,,,,,,,,,32,,14,,,,,4,,8,
November 2008,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Nandom Hospital,66,0,196,1,,2,,6,,,,,81,101,,,,,,,5,,1,87,22,,
November 2008,Gengenkpe Health Centre,3,0,38,,,,,,,,,,1,,,,,,,,,,,,,,3
November 2008,Ketuo Hc,,,47,,,,,,,,,,1,,,,,,9,,,,,5,,20,3
November 2008,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Nandom Rch,,,17,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kokoligu CHPS,,,14,,,,,,,,,,,,,,,,5,,,,,1,,14,
November 2008,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Tuopare CHPS,,,7,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Piiri Health Centre,,,66,,,,,13,,,,,,,,,,,20,,,,,1,,1,
December 2008,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Nandom Hospital,65,1,178,5,,,,11,,,,,83,21,,,12,,37,,4,9,,23,4,164,
December 2008,Gengenkpe Health Centre,2,0,29,,,,,,,,,,3,1,,,,,1,,,,,1,,2,11
December 2008,Ketuo Hc,2,0,53,,,,,18,,,,,,,,,3,,4,,,,,3,,13,
December 2008,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Nandom Rch,,,25,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kokoligu CHPS,,,16,,,,,,,,,,3,,,,,,,,,,,1,,7,2
December 2008,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Tuopare CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,7,
December 2008,Piiri Health Centre,2,0,51,,,,,,,,,,,,,,7,,3,,,,,3,,4,
January 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Nandom Hospital,78,0,111,2,,,,,,,,,60,37,,,29,,47,,5,,1,52,18,92,
January 2009,Gengenkpe Health Centre,2,0,40,,,,,,,,,,3,4,,,,,,,,,,7,,9,5
January 2009,Ketuo Hc,1,0,72,,,,,12,,,,,,1,,,,,,,,,,,,17,
January 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Nandom Rch,,,26,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kokoligu CHPS,,,20,,,,,,,,,,2,,,,,,,,,1,,9,,10,5
January 2009,Guo CHPS,,,18,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Tuopare CHPS,,,13,,,,,,,,,,,,,,,,,,,,,2,,2,
January 2009,Piiri Health Centre,,,90,,,,,,,,,,,,,,,,9,,,,,2,,11,
February 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Nandom Hospital,88,0,158,5,,,,2,,,,,61,38,,,23,,45,,,34,2,72,26,135,5
February 2009,Gengenkpe Health Centre,3,0,31,,,,,1,,,,,,1,,,,,,,,,,3,,8,8
February 2009,Ketuo Hc,3,0,72,,,,,,,,,,,1,,,,,3,1,,,,,,12,3
February 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Nandom Rch,,,24,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Kokoligu CHPS,,,12,,,,,,,,,,4,,,,3,,,,,,,7,,5,2
February 2009,Guo CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,,1
February 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Tuopare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
February 2009,Piiri Health Centre,,,65,,,4,,9,,,,,,,,,2,,4,,,,,1,,2,1
March 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Nandom Hospital,80,0,225,2,,,,,,,,,72,62,,,26,,39,,,13,2,34,34,160,1
March 2009,Gengenkpe Health Centre,5,0,26,,,1,,1,,,,,1,,,,,,,,,,,1,,3,10
March 2009,Ketuo Hc,1,0,58,,,,,,,,,,,2,,,1,,,6,,1,,7,,14,1
March 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Nandom Rch,,,27,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Kokoligu CHPS,,,26,,,,,,,,,,1,,,,,,,3,,,,4,,18,3
March 2009,Guo CHPS,,,18,,,,,,,,,,,,,,,,,,,,,,,2,4
March 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Tuopare CHPS,,,23,,,,,,,,,,,,,,,,,,,,,1,,2,2
March 2009,Piiri Health Centre,,,27,,,1,,,,,,,,,,,,,13,,,,,1,,4,
April 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Nandom Hospital,96,2,217,9,,3,,,,2,,,86,65,,,25,,65,,4,10,,80,15,195,
April 2009,Gengenkpe Health Centre,1,0,28,,,3,,,,,,,2,,,,,,,,,,,2,,10,4
April 2009,Ketuo Hc,2,0,68,,,,,,,,,,,,,,,,27,,,,,,,1,4
April 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Nandom Rch,,,22,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Kokoligu CHPS,,,21,,,,,,,,,,1,,,,,,,,,1,,3,,4,
April 2009,Guo CHPS,,,23,,,,,,,,,,,,,,,,,,,,,,,,2
April 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Tuopare CHPS,,,21,,,,,,,,,,,,,,,,,,,,,2,,2,1
April 2009,Piiri Health Centre,,,49,,,3,,,,,,,,,,,,,,,,,,4,,3,
May 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Nandom Hospital,76,0,197,6,,2,,1,,1,,,26,46,,,14,,13,,,17,,27,14,118,
May 2009,Gengenkpe Health Centre,3,0,29,,,,,,,,,,1,,,,,,1,,,,,3,,9,7
May 2009,Ketuo Hc,3,0,56,,,,,,,,,,,,,,2,,,2,,,,,,5,2
May 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Nandom Rch,,,21,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Kokoligu CHPS,,,34,,,,,,,,,,1,,,,,,,3,,1,,3,,5,4
May 2009,Guo CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,5,4
May 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Tuopare CHPS,,,27,,,,,,,,,,2,,,,,,,,,,,4,,,
May 2009,Piiri Health Centre,,,33,,,2,,11,,,,,,,,,,,,8,,,,1,,2,
June 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Nandom Hospital,63,0,289,3,,,,,,,,,47,50,,,23,,13,,,19,,36,19,139,
June 2009,Gengenkpe Health Centre,2,0,29,,,,,,,,,,2,1,,,,,,,,,,2,,5,4
June 2009,Ketuo Hc,1,0,55,,,,,,,,,,,,,,,,10,,,1,,,,7,1
June 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Nandom Rch,,,25,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Kokoligu CHPS,,,44,,,,,,,,,,,,1,,,,,,,,,4,,3,1
June 2009,Guo CHPS,,,22,,,,,,,,,,,,,,,,,,,,,,,1,3
June 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Tuopare CHPS,,,20,,,,,,,,,,,,,,,,,,,,,1,,3,1
June 2009,Piiri Health Centre,1,0,55,,,,,,,,,,,,,,,,19,,,,,4,,6,
July 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Nandom Hospital,92,0,255,10,,,,,,,,,80,93,,,43,,51,,,23,,63,32,193,
July 2009,Gengenkpe Health Centre,1,0,32,,,3,,1,,,,,1,1,,,,,,,,,,2,,7,6
July 2009,Ketuo Hc,1,0,67,,,,,,,,,,3,1,,,4,,,,,,,,,11,
July 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Nandom Rch,,,53,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Kokoligu CHPS,,,30,,,,,,,,,,,,,,,,,1,,1,,3,,8,
July 2009,Guo CHPS,,,21,,,,,,,,,,,,,,,,,,,,,,,6,11
July 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Tuopare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Piiri Health Centre,1,0,49,,,,,12,,1,,,,,,,,,9,,,,,2,,2,
August 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Nandom Hospital,93,0,285,5,,,,,,,,,141,118,,,35,,43,,,22,,78,29,342,
August 2009,Gengenkpe Health Centre,4,0,28,,,,,,,,,,43,2,,,,,,,,,,1,,4,11
August 2009,Ketuo Hc,3,0,52,,,,,,,,,,,,,,,,,1,,,,3,,10,2
August 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Nandom Rch,,,58,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Kokoligu CHPS,,,25,,,,,,,,,,,,,,1,,1,,,,,,,7,
August 2009,Guo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
August 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Tuopare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Piiri Health Centre,1,0,43,,,,,,,,,,,,,,,,5,,,,,,,4,
September 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Nandom Hospital,122,0,274,1,,,,,,,,,117,87,,,36,,68,,,20,,59,14,180,
September 2009,Gengenkpe Health Centre,2,0,25,,,,,,,,,,60,2,,,,,,,,,,2,,,5
September 2009,Ketuo Hc,5,0,41,,,,,,,,,,1,1,,,,,1,,,,,2,,34,1
September 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Nandom Rch,,,22,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Kokoligu CHPS,,,21,,,,,,,,,,,,,,,,,,,,,,,3,
September 2009,Guo CHPS,,,5,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Tuopare CHPS,,,12,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Piiri Health Centre,1,0,50,,,2,,15,,,,,,,,,2,,4,,,,,,,5,1
October 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Nandom Hospital,129,0,305,1,,5,,8,,,,,68,211,,,23,,56,,,15,,67,67,245,
October 2009,Gengenkpe Health Centre,3,0,29,,,,,,,,,,8,,,,,,,,,2,,,,19,12
October 2009,Ketuo Hc,,,38,,,,,,,,,,,,,,1,,1,5,,,,6,,48,1
October 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Nandom Rch,,,7,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Kokoligu CHPS,,,33,,,,,,,,,,,,,,,,,1,,,,1,,4,3
October 2009,Guo CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,1,2
October 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Tuopare CHPS,,,10,,,1,,,,,,,,,,,,,,,,,,,,3,5
October 2009,Piiri Health Centre,,,52,,,,,19,,,,,,,,,,,,14,,,,,,2,
November 2009,Yirpelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Nandom Hospital,92,0,178,7,,,,,,,,,79,123,,,31,,87,,,22,,101,22,174,
November 2009,Gengenkpe Health Centre,1,0,18,,,5,,,,,,,,,,,,,,,,,,,,35,5
November 2009,Ketuo Hc,,,32,,,,,,,,,,,,,,3,,2,,,,,8,,38,2
November 2009,Bu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Nandom Rch,,,17,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Kokoligu CHPS,,,28,,,,,,,,,,,,,,,,,,,,,,,1,3
November 2009,Guo CHPS,,,19,,,,,,,,,,,,,,,,,,,,,,,11,2
November 2009,Good Shepherd Maternity Home ,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Tom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Naapaal CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Tuopare CHPS,,,6,,,,,,,,,,,,,,,,,,,1,,2,,,1
