Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
May 2008,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Zini Health Centre,3,0,60,,,,,,,,,,,,,,5,,3,,,,,4,,2,
May 2008,Duwie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Jeffisi Health Centre,,,60,,,,,,,,,,,1,,,1,,12,,,,,11,4,30,11
May 2008,Gwollu Health Center,15,0,218,,,,,,,,,,6,,,,42,,4,,3,1,,8,,17,7
May 2008,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Fielmuo Health Centre,15,0,149,,,,,,,,,,29,2,,,6,,3,,1,2,,11,,25,
June 2008,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Buo CHPS,,,38,,,,,,,,,,,,,,,,,,,,,,,1,2
June 2008,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Zini Health Centre,3,0,57,,,,,1,,,,,1,,,,4,,5,,2,,,2,,3,1
June 2008,Duwie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Jeffisi Health Centre,,,51,,,,,,,,,,,1,,,10,,7,,,,,18,,32,9
June 2008,Gwollu Health Center,8,0,200,,,2,,3,,,,,12,5,,,37,,2,,2,1,,6,,6,12
June 2008,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Fielmuo Health Centre,7,0,122,,,,,,,,,,22,5,,,8,,4,,,,,3,,14,7
July 2008,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Buo CHPS,,,41,,,,,,,,,,1,,,,,,,,,,,1,,,8
July 2008,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Zini Health Centre,3,0,54,,,,,,,,,,1,,,,2,,3,,2,,,3,,3,
July 2008,Duwie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Jeffisi Health Centre,1,0,43,,,,,,,,,,,,,,3,,8,,,,,16,,22,11
July 2008,Gwollu Health Center,6,0,269,,,3,,3,,,,,9,3,,,3,,,,2,,,11,,,13
July 2008,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Fielmuo Health Centre,3,0,131,,,,,,,,,,14,5,,,2,,4,,,,,14,,16,15
August 2008,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Buo CHPS,,,58,,,,,,,,,,1,,,,,,,,,,,1,,1,2
August 2008,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Zini Health Centre,2,0,65,,,,,1,,,,,1,,,,6,,6,,2,,,,,1,5
August 2008,Duwie CHPS,,,7,,,,,,,,,,,,,,,,,,,,,1,,4,1
August 2008,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Jeffisi Health Centre,2,0,19,,,,,,,,,,,,,,2,,11,,,,,14,,47,18
August 2008,Gwollu Health Center,7,0,266,,,2,,4,,,,,1,2,,,11,,,,1,1,,8,,16,7
August 2008,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Fielmuo Health Centre,3,0,110,,,2,,10,,10,,,45,,,,3,,2,,,1,,11,,28,11
September 2008,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Buo CHPS,1,0,49,,,,,,,,,,1,,,,,,,,,1,,,,3,1
September 2008,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Zini Health Centre,5,0,57,,,,,,,,,,8,,,,1,,7,,1,,,,,13,2
September 2008,Duwie CHPS,,,16,,,,,,,,,,,,,,,,1,,,,,6,,14,2
September 2008,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Jeffisi Health Centre,,,25,,,,,,,,,,,,,,7,,5,,1,,,5,,26,1
September 2008,Gwollu Health Center,15,0,229,,,,,,,,,,6,,,,,,,,4,,,23,,117,13
September 2008,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Fielmuo Health Centre,10,0,163,,,5,,6,,7,,,23,,,,3,,2,,,2,,7,,83,4
October 2008,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Buo CHPS,1,0,67,,,,,,,,,,1,,,,,,,,,,,,,1,1
October 2008,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Zini Health Centre,5,0,85,,,,,,,,,,3,1,,,,,4,,2,,,,,5,3
October 2008,Duwie CHPS,,,20,,,,,,,,,,,,,,1,,1,,,,,2,,9,1
October 2008,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Jeffisi Health Centre,,,32,,,,,,,,,,,,,,3,,5,,,,,11,,29,6
October 2008,Gwollu Health Center,14,0,245,,,,,,,,,,1,2,,,20,,,,3,,,5,,6,2
October 2008,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Fielmuo Health Centre,10,0,195,,,6,,4,,7,,,19,,,,,,,,1,1,,76,,62,17
November 2008,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Buo CHPS,,,42,,,,,,,,,,,,,,,,,,,,,,,1,
November 2008,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Zini Health Centre,1,0,66,,,,,,,,,,5,,,,2,,8,,,,,,,12,1
November 2008,Duwie CHPS,,,21,,,,,,,,,,,,,,1,,2,,,1,,4,,5,
November 2008,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Jeffisi Health Centre,1,0,54,,,,,,,,,,,,,,4,,6,,,1,,8,,33,5
November 2008,Gwollu Health Center,12,0,269,,,,,,,,,,1,1,,,2,,,,1,1,,1,,21,1
November 2008,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Fielmuo Health Centre,3,0,135,,,3,,,,,,,14,,,,,,2,,,,,34,,26,14
December 2008,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Buo CHPS,1,0,51,,,,,,,,,,,,,,,,,,,,,,,1,
December 2008,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Zini Health Centre,4,0,53,,,,,,,,,,2,,,,2,,4,,1,,,3,,11,2
December 2008,Duwie CHPS,,,13,,,,,,,,,,,,,,,,1,,,,,1,,2,1
December 2008,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Jeffisi Health Centre,,,37,,,,,,,,,,,1,,,1,,4,,,,,5,,16,2
December 2008,Gwollu Health Center,22,0,226,,,2,,2,,,,,,,,,11,,,,,,,3,,17,
December 2008,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Fielmuo Health Centre,6,0,94,,,,,,,,,,,3,,,2,,8,,,,,7,,6,4
January 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Buo CHPS,1,0,69,,,,,,,,,,,,,,,,,,,,,1,,,
January 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Zini Health Centre,3,0,83,,,,,,,,,,1,,,,,,8,,,,,4,,12,9
January 2009,Duwie CHPS,,,17,,,,,,,,,,,,,,1,,2,,,,,3,,6,
January 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Jeffisi Health Centre,1,0,66,,,,,,,,,,,,,,2,,20,,,,,17,,39,
January 2009,Gwollu Health Center,15,0,294,,,1,,1,,,,,1,11,,1,11,,1,,1,2,,7,,33,5
January 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Fielmuo Health Centre,,,171,,,,,,,,,,19,,,,,,4,,,,,19,,14,6
February 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Buo CHPS,,,1,,,,,,,,,,,,,,,,,,,,,1,,,2
February 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Zini Health Centre,4,0,57,,,,,,,,,,,,,,2,,2,,,1,,3,,5,4
February 2009,Duwie CHPS,,,25,,,,,,,,,,,,,,,,4,,,,,10,,17,1
February 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Jeffisi Health Centre,2,0,71,,,,,,,,,,,,,,2,,7,,,,,17,,34,2
February 2009,Gwollu Health Center,13,0,297,,,4,,2,,,,,,4,,,17,,,,,3,,9,,19,3
February 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Fielmuo Health Centre,7,0,137,,,,,,,,,,17,4,,,1,,,,,,,45,,30,22
March 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Buo CHPS,,,29,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Zini Health Centre,4,0,79,,,,,,,,,,2,,,,3,,7,,1,,,6,,8,7
March 2009,Duwie CHPS,1,0,24,,,,,,,,,,,,,,1,,3,,,,,1,,3,1
March 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Jeffisi Health Centre,6,0,67,,,,,,,,,,,,,,4,,8,,,,,8,,17,2
March 2009,Gwollu Health Center,14,0,258,,,3,,4,,,,,1,1,,,7,,,,4,,,7,,25,5
March 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Fielmuo Health Centre,11,0,128,,,4,,,,,,,17,1,,,3,,,,,,2,30,,32,6
April 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Buo CHPS,,,44,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Zini Health Centre,6,0,53,,,,,1,,,,,2,,,,,,,,,,,2,,4,3
April 2009,Duwie CHPS,,,26,,,,,,,,,,,,,,,,2,,,,,1,,9,2
April 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Jeffisi Health Centre,8,0,44,,,,,,,,,,,,,,3,,7,,,,,3,,17,3
April 2009,Gwollu Health Center,17,0,286,,,4,,3,,,,,1,1,,,3,,1,1,3,,,5,,17,7
April 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Fielmuo Health Centre,17,0,132,,,,,,,,,,13,,,,,,,,,2,,27,,8,12
May 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Buo CHPS,1,0,42,,,,,,,,,,,,,,,,,,,,,1,,,
May 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Zini Health Centre,8,0,81,,,,,1,,,,,,,,,3,,,,,,,5,,2,3
May 2009,Duwie CHPS,,,22,,,,,,,,,,,,,,,,2,,,,,5,,6,
May 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Jeffisi Health Centre,2,0,57,,,,,,,,,,,,,,3,,8,,,,,4,,12,2
May 2009,Gwollu Health Center,17,0,273,,,3,,,,,,,1,4,,,6,,,,2,,,1,,25,10
May 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Fielmuo Health Centre,7,0,141,,,,,,,,,,9,,,,,,,,,,,18,,12,
June 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Buo CHPS,1,0,36,,,,,,,,,,,,,,,,,,,,,2,,,2
June 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Zini Health Centre,3,0,46,,,,,,,,,,,,,,5,,,,1,1,,4,,8,3
June 2009,Duwie CHPS,2,0,17,,,1,,,,,,,,,,,1,,2,,,,,2,,10,5
June 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Jeffisi Health Centre,5,0,46,,,,,,,,,,,,,,4,,5,,,1,,6,,22,12
June 2009,Gwollu Health Center,22,0,274,,,2,,,,,,,,,,,2,,,,,2,,12,,23,9
June 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Fielmuo Health Centre,8,0,111,,,1,,,,,,2,16,6,,,9,,21,,,,,42,,,2
July 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Buo CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,,1
July 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Zini Health Centre,3,0,60,,,,,4,,,,,7,,,,1,,3,,,1,,1,,11,3
July 2009,Duwie CHPS,2,0,20,,,,,,,,,,,,,,,,2,,,,,,,10,1
July 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Jeffisi Health Centre,5,0,43,,,1,,1,,,2,,,,,,3,,5,,,1,,8,,26,6
July 2009,Gwollu Health Center,10,0,204,,,4,,2,,,,,3,,,,1,,,,,2,,6,,26,8
July 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Fielmuo Health Centre,6,0,114,,,,,,,,,,10,,,,,,10,,,,,31,,29,6
August 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Buo CHPS,,,26,,,,,,,,,,7,,,,,,,,,,,1,,,9
August 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Zini Health Centre,2,0,40,,,,,,,,,,1,,,1,,,10,,,,,,,11,
August 2009,Duwie CHPS,,,16,,,,,,,,,,,,,,,,2,,,,,2,,6,1
August 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Jeffisi Health Centre,2,0,21,,,,,,,,,,,,,,1,,4,,,3,,1,,34,1
August 2009,Gwollu Health Center,14,0,321,,,2,,4,,,,,5,3,,,3,,,,1,2,,,,36,5
August 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Fielmuo Health Centre,10,0,127,,,5,,3,,,,,25,1,,,11,,,,,,,14,,98,6
September 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Buo CHPS,,,21,,,,,,,,,,,,,,,,,,,,,,,,2
September 2009,Du-west CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Zini Health Centre,2,0,41,,,,,,,,,,4,,,,,,2,,,,,2,,14,1
September 2009,Duwie CHPS,2,0,13,,,,,1,,,,17,,,,,,,,,,,,1,,11,1
September 2009,Jawia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Fatchu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Jeffisi Health Centre,3,0,44,,,1,,,,,,,,,,,,,5,,,,,8,,43,2
September 2009,Gwollu Health Center,16,0,221,,,3,,1,,,,,6,5,,,,,,,,2,,2,,47,5
September 2009,Sorbelle CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Kupulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2
September 2009,Pulima CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,16,
September 2009,Fielmuo Health Centre,5,0,119,,,9,,3,,,,,13,2,,,1,,,,,1,,9,,113,5
October 2009,Gwollu Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Buo CHPS,,,15,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Du-west CHPS,,,8,,,,,,,,,,,,,,,,1,,,,,,,4,
October 2009,Tiwii CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Zini Health Centre,5,0,60,,,,,,,,,,3,,,,1,,3,,2,4,,,,7,
