Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
May 2008,Sirigu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kalvio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Longo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Apiagumongo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Wuru CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kayoro Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kuliya CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Navio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Gonum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kajelo Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Wedam Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kandiga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nakong Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Channia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gwenia Vornia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Katiu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Azinzoka CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nania CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Chiana Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Mirigu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Saa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kaasi CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kurugu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Wisdom (kassena Nankana West) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Badunu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Ateyorum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nakolo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sakaa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Busungu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nabango CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Paga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kanania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Amuntanga CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nyangania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sirigu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kalvio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Longo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Apiagumongo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Wuru CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kayoro Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kuliya CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Navio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gonum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kajelo Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Wedam Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kandiga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nakong Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Channia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Gwenia Vornia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Katiu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Azinzoka CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nania CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Chiana Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Mirigu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Saa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kaasi CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kurugu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Wisdom (kassena Nankana West) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Badunu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Ateyorum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nakolo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sakaa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Busungu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nabango CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Paga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kanania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Amuntanga CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nyangania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sirigu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kalvio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Longo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Apiagumongo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Wuru CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kayoro Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kuliya CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Navio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Gonum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kajelo Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Wedam Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kandiga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nakong Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Channia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Gwenia Vornia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Katiu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Azinzoka CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nania CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Chiana Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Mirigu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Saa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kaasi CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kurugu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Wisdom (kassena Nankana West) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Badunu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Ateyorum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nakolo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Sakaa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Busungu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nabango CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Paga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kanania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Amuntanga CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nyangania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Sirigu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kalvio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Longo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Apiagumongo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Wuru CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kayoro Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kuliya CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Navio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Gonum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kajelo Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Wedam Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kandiga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nakong Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Channia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Gwenia Vornia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Katiu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Azinzoka CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nania CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Chiana Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Mirigu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Saa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kaasi CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kurugu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Wisdom (kassena Nankana West) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Badunu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Ateyorum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nakolo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Sakaa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Busungu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nabango CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Paga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kanania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Amuntanga CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nyangania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Sirigu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kalvio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Longo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Apiagumongo CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Wuru CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kayoro Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kuliya CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Navio Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Gonum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kajelo Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Wedam Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kandiga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nakong Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Channia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Gwenia Vornia CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Katiu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Azinzoka CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nania CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Chiana Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Mirigu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Saa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kaasi CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kurugu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Wisdom (kassena Nankana West) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Badunu CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Ateyorum CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nakolo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Sakaa CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Busungu Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nabango CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Paga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kanania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Amuntanga CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nyangania Chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Sirigu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
