Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
July 2008,Sakote CHPS,15,0,39,,,,,,,,,,,,,,,,,,,,,,,4,
July 2008,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,AMC Nangodi,,,,,,,,,,,,,63,13,,,1,,17,,,,,41,,97,
July 2008,Kongo Logre Clinic,6,0,94,,,1,,2,,,,,4,10,,,3,,3,,6,6,,32,,34,33
July 2008,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nangodi Health Centre,6,0,66,,,,,,,,,,,1,,,,,,,,1,,10,,6,
August 2008,Pelungu Clinic,14,0,91,,,,,,,,,,,,,,,,,,,1,,2,,17,
August 2008,Zanlerigu CHPS,,,26,,,,,,,,,,,,,,,,,,,,,2,,5,
August 2008,Sakote CHPS,13,0,45,,,,,,,,,,,,,,,,,,,,,,,4,
August 2008,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,AMC Nangodi,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kongo Logre Clinic,19,0,145,,,2,,,,,,,39,12,,,4,,2,,6,7,,45,7,58,40
August 2008,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Nangodi Health Centre,10,0,77,,,,,,,,,,,1,,,,,,,,,,15,,10,
September 2008,Pelungu Clinic,13,0,89,,,,,,,,,,,,,,,,2,,4,,,1,,13,
September 2008,Zanlerigu CHPS,1,0,24,,,,,,,,,,,,,,,,,,,,,1,,7,
September 2008,Sakote CHPS,5,0,24,,,,,,,,,,,,,,,,,,,,,,,2,
September 2008,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,AMC Nangodi,,,,,,,,,,,,,147,3,,,1,,7,,,1,,28,,167,
September 2008,Kongo Logre Clinic,21,0,147,,,2,,,,,,,16,14,,,10,,1,,3,3,,5,5,93,33
September 2008,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Nangodi Health Centre,9,0,65,,,,,,,,,,,,,,,,,,,1,,13,,25,
October 2008,Pelungu Clinic,13,0,120,,,2,,,,,,,2,,,,1,,,,5,1,,2,,42,
October 2008,Zanlerigu CHPS,,,13,,,,,,,,,,,,,,,,,,,,,3,,6,
October 2008,Sakote CHPS,13,0,44,,,,,,,,,,,,,,,,,,,,,,,5,
October 2008,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,AMC Nangodi,,,,,,,,,,,,,256,7,,,7,,16,,2,,1,25,,169,
October 2008,Kongo Logre Clinic,16,0,147,,,1,,2,,,,,44,16,,,10,,11,,4,5,,60,,120,46
October 2008,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Nangodi Health Centre,2,0,50,,,,,,,,,,,,,,4,,,,,1,,3,,11,
November 2008,Pelungu Clinic,12,0,95,,,1,,,,,,,,,,,,,,,,,,,,,
November 2008,Zanlerigu CHPS,,,16,,,,,,,,,,,,,,,,,,,,,,,3,
November 2008,Sakote CHPS,11,0,41,,,,,,,,,,,,,,,,,,,,,,,8,
November 2008,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,AMC Nangodi,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kongo Logre Clinic,13,0,98,,,1,,1,,,,,24,21,,,9,,5,,1,1,,19,5,127,22
November 2008,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Nangodi Health Centre,6,0,63,,,1,,,,,,,1,1,,,1,,,,1,,,5,,10,
December 2008,Pelungu Clinic,8,0,91,,,,,,,,,,1,,,,,,1,,4,,,,,14,
December 2008,Zanlerigu CHPS,,,16,,,,,,,,,,,,,,,,,,,,,,,3,
December 2008,Sakote CHPS,11,0,46,,,,,,,,,,,,,,,,,,,,,,,12,
December 2008,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,AMC Nangodi,,,,,,,,,,,,,174,8,,,8,,26,,,1,,21,,93,
December 2008,Kongo Logre Clinic,27,0,144,,,,,,,,,,17,12,,,5,,4,,5,6,,30,3,38,9
December 2008,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Nangodi Health Centre,7,0,65,,,,,,,,,,,1,,,1,,,,,2,,12,,13,1
January 2009,Pelungu Clinic,14,0,124,,,,,,,,,,,,,,,,,,3,2,,,,11,
January 2009,Zanlerigu CHPS,,,15,,,,,,,,,,,,,,,,,,,,,3,,3,
January 2009,Sakote CHPS,11,0,47,,,,,,,,,,,,,,,,,,,,,,,9,
January 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,AMC Nangodi,,,,,,,,,,,,,70,14,,,10,,28,,,,,35,1,80,
January 2009,Kongo Logre Clinic,28,0,137,,,2,,1,,,,,26,15,,,5,,,,3,3,,43,,49,17
January 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Nangodi Health Centre,3,0,52,,,,,,,,,,,2,,,,,,,,,,3,,3,
February 2009,Pelungu Clinic,18,0,114,,,3,,,,,,,,,,,,,,,2,,,3,,8,
February 2009,Zanlerigu CHPS,,,19,,,,,,,,,,,,,,,,,,,,,,,3,
February 2009,Sakote CHPS,13,0,35,,,,,,,,,,,,,,,,,,,,,,,13,
February 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,AMC Nangodi,,,,,,,,,,,,,52,7,,,5,,15,,,2,1,34,,68,
February 2009,Kongo Logre Clinic,20,0,126,,,,,2,,,,,9,8,,,7,,2,,3,1,,18,,33,20
February 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Nangodi Health Centre,2,0,85,,,,,,,,,,,4,,,,,,,1,1,,12,,8,
March 2009,Pelungu Clinic,11,0,105,,,,,,,,,,1,,,,,,5,,4,3,2,2,,4,
March 2009,Zanlerigu CHPS,,,19,,,,,,,,,,,,,,,,,,,8,,3,,,
March 2009,Sakote CHPS,13,0,41,,,,,,,,,,,,,,,,,,,,,,,10,
March 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,AMC Nangodi,,,,,,,,,,,,,56,5,,,5,,13,,,1,,20,,73,
March 2009,Kongo Logre Clinic,21,0,155,,,,,1,,,,,5,12,,,3,,4,,3,1,2,27,,45,10
March 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Nangodi Health Centre,4,0,80,,,,,,,,,,,5,,,1,,,,,1,,8,,4,
April 2009,Pelungu Clinic,13,0,95,,,,,,,,,,,,,,,,1,,3,,,2,,7,
April 2009,Zanlerigu CHPS,,,23,,,,,,,,,,,,,,,,,,,,,,,2,
April 2009,Sakote CHPS,16,0,33,,,,,,,,,,,,,,,,,,,,,,,6,
April 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,AMC Nangodi,,,,,,,,,,,,,39,5,,,7,,13,,,1,,20,1,43,1081
April 2009,Kongo Logre Clinic,26,0,170,,,3,,,,,,9,1,27,,4,12,,11,,12,4,,30,,78,21
April 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Nangodi Health Centre,7,0,75,,,,,,,,,,,,,,2,,,,,,,6,,4,
May 2009,Pelungu Clinic,14,0,104,,,,,,,,,,,,,,,,,,,,,,,10,
May 2009,Zanlerigu CHPS,,,28,,,,,,,,,,,,,,,,,,,,,,,4,
May 2009,Sakote CHPS,10,0,50,,,,,,,,,,,,,,,,,,,,,,,13,
May 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,AMC Nangodi,,,,,,,,,,,,,53,6,,,9,,33,,,,,29,2,57,
May 2009,Kongo Logre Clinic,25,0,117,,,3,,,,,,7,16,14,,,12,,8,,15,15,,42,,17,15
May 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Nangodi Health Centre,5,0,54,,,,,,,,,31,,,,,,,,,,2,,9,,4,
June 2009,Pelungu Clinic,11,0,86,,,,,,,,,,,,,,,,,,5,,,,,2,
June 2009,Zanlerigu CHPS,,,47,,,,,,,,,,,,,,,,,,,,,4,,3,
June 2009,Sakote CHPS,9,0,59,,,,,,,,,,,,,,,,,,,,,,,12,
June 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,AMC Nangodi,,,,,,,,,,,,,58,4,,,,,37,,2,1,,45,,72,3
June 2009,Kongo Logre Clinic,15,0,100,,,2,,,,,,17,23,14,,,9,,,,9,2,,36,,49,17
June 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Nangodi Health Centre,11,0,43,,,1,,,,,,,,3,,,,,,,1,,,12,,17,
July 2009,Pelungu Clinic,7,0,110,,,1,,,,,,,,,,,,,,,3,1,,,,6,
July 2009,Zanlerigu CHPS,,,49,,,,,,,,,,,,,,,,,,,,,2,,1,
July 2009,Sakote CHPS,12,0,35,,,,,,,,,,,,,,,,,,,,,,,13,
July 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,AMC Nangodi,,,,,,,,,,,31,29,64,12,2,1,8,,19,,1,3,,67,1,132,
July 2009,Kongo Logre Clinic,18,0,181,,,1,,,,,,17,67,37,,,10,,,,13,,,146,,111,20
July 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Nangodi Health Centre,14,0,50,,,,,,,,,20,1,,,,,,,,,1,,5,,4,1
August 2009,Pelungu Clinic,20,0,97,,,,,,,,,,1,,,,,,3,,1,1,,10,,15,1
August 2009,Zanlerigu CHPS,,,38,,,1,,,,1,,,,,,,,,,,,1,,5,,10,
August 2009,Sakote CHPS,14,0,35,,,,,,,,,,,,,,,,,,,,,,,15,
August 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,AMC Nangodi,,,,,,,,,,,36,13,104,9,,,1,,15,,,1,,120,,225,5
August 2009,Kongo Logre Clinic,22,0,191,,,1,,1,,,12,,38,26,,,7,,5,,9,,,61,,120,29
August 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Nangodi Health Centre,14,0,48,,,,,,,,,15,,,,,,,,,1,,,5,,14,
September 2009,Pelungu Clinic,22,0,114,,,,,,,,,,1,,,,,,,,3,2,,,,66,
September 2009,Zanlerigu CHPS,,,45,,,2,,3,,1,,,,,,,,,,,,,,,,17,
September 2009,Sakote CHPS,13,0,51,,,,,,,,,,,,,,,,,,2,,,,,21,
September 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,AMC Nangodi,,,,,,,,,,,7,10,156,12,,,6,,16,,,,,47,1,345,
September 2009,Kongo Logre Clinic,34,0,184,,,3,,,,,,,87,46,,,11,,9,,11,6,,59,,110,49
September 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Nangodi Health Centre,10,0,70,,,,,,,,,,,2,,,,,,,2,,,,,3,
October 2009,Pelungu Clinic,13,0,100,,,,,1,,,,,2,,,,17,,2,,8,7,,6,,18,
October 2009,Zanlerigu CHPS,,,51,,,,,,,,,,,,,,,,,,,,,3,,6,
October 2009,Sakote CHPS,13,0,33,,,,,,,,,,,,,,,,,,5,,,,,17,
October 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,AMC Nangodi,,,,,,,,,,,12,21,141,14,,,6,,17,,1,9,,36,,315,1
October 2009,Kongo Logre Clinic,30,0,143,,,2,,,,,19,16,21,9,,1,2,,1,,5,1,,34,,145,6
October 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Nangodi Health Centre,7,0,57,,,,,,,,,,,,,,,,,,1,,,31,,7,
November 2009,Pelungu Clinic,7,0,117,,,3,,,,,,,,,,,1,,1,,8,3,,,,7,
November 2009,Zanlerigu CHPS,,,38,,,,,,,,,,,,,,,,,,,,,3,,7,
November 2009,Sakote CHPS,7,0,43,,,,,,,,,,,,,,,,,,,,,,,24,
November 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,AMC Nangodi,,,,,,,,,,,7,5,45,10,,,7,,9,,,6,1,46,,204,
November 2009,Kongo Logre Clinic,21,0,128,,,,,,,,52,22,5,9,,2,,,,,4,7,,20,,94,9
November 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Nangodi Health Centre,8,0,64,,,,,,,,,5,,,,,,,1,,,,,1,,1,
December 2009,Pelungu Clinic,15,0,139,,,3,,,,,,,,,,,5,,1,,1,6,,,,7,
December 2009,Zanlerigu CHPS,,,39,,,1,,,,,,,,,,,,,,,,,,4,,7,
December 2009,Sakote CHPS,5,0,67,,,,,,,,,,,,,,1,,,,2,1,,2,,8,
December 2009,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,AMC Nangodi,,,,,,,,,,,6,,37,7,,,6,,8,,,4,,47,,108,10
December 2009,Kongo Logre Clinic,21,0,149,,,,,,,,30,12,2,9,,,7,,2,,3,7,,39,,67,4
December 2009,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Nangodi Health Centre,2,0,54,,,,,,,,,1,1,,,,,,,,,2,,5,,1,
January 2010,Pelungu Clinic,12,0,121,,,,,,,,,,,,,,4,,1,,,2,,,,15,
January 2010,Zanlerigu CHPS,,,41,,,,,,,,,,,,,,,,,,,,,2,,8,
January 2010,Sakote CHPS,3,0,61,,,,,,,,,,,,,,2,,3,,,,,6,,16,
January 2010,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,AMC Nangodi,,,,,,,,,,,6,5,59,7,,,18,,8,,,2,,55,,108,8
January 2010,Kongo Logre Clinic,16,0,127,,,,,,,,29,15,2,11,,,1,,1,,1,4,,27,,50,3
January 2010,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Nangodi Health Centre,1,0,97,,,1,,,,,,1,,2,,,,,,,,,,6,,5,
February 2010,Pelungu Clinic,17,0,101,,,2,,,,,,,,,,,6,,14,,3,2,,7,,14,
February 2010,Zanlerigu CHPS,,,32,,,,,,,,,,,,,,,,,,,,,,,3,
February 2010,Sakote CHPS,9,0,65,,,1,,,,,,,12,,,,7,,2,,1,,,2,,,
February 2010,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Yakote CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,AMC Nangodi,,,,,,,,,,,6,5,57,,,,18,,8,,,3,,55,,109,9
February 2010,Kongo Logre Clinic,20,0,142,,,,,1,,,8,3,1,5,,,7,,,,2,1,,8,,55,5
February 2010,Miboug CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Kotintabig CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Nangodi Health Centre,1,0,94,,,,,,,,,,,1,,,,,,,,,,,,,
March 2010,Pelungu Clinic,18,0,117,,,,,,,,,,,1,,,2,,6,,3,7,,5,,20,
March 2010,Zanlerigu CHPS,1,0,29,,,,,,,,,,,,,,,,,,,,,,,5,
March 2010,Sakote CHPS,14,0,53,,,,,,,,,,,,,,4,,,,4,,,14,,17,
March 2010,Pitanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Dasobligo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
