Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
May 2008,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Chuchuliga Health Centre,5,0,106,,,2,,,,,,,,,,,5,,,,,1,,35,,18,9
May 2008,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,St. Lucas Health Centre,17,0,128,,,3,,1,,,,,252,19,,,9,,5,,9,7,,16,,519,30
May 2008,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sandema Hospital,49,1,204,6,,17,,1,,,,,40,124,,,11,,,,9,8,,33,,,7
May 2008,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Mutiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Siniensi Community Clinic,10,0,61,,,,,,,,,,,7,,,,,,,,,,7,,18,3
May 2008,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Chuchuliga Health Centre,5,0,96,,,5,,2,,,,,,5,,,,,1,,,,,52,10,39,8
June 2008,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,St. Lucas Health Centre,8,0,132,,,2,,1,,1,,,293,18,,,9,,10,,7,7,,5,,554,51
June 2008,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sandema Hospital,35,3,175,5,,13,,4,,3,,,9,55,,,8,,,,9,3,1,46,,,6
June 2008,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Mutiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Siniensi Community Clinic,13,0,72,,,,,1,,,,,,2,,,3,,2,,1,1,,15,,13,13
June 2008,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,2
July 2008,Chuchuliga Health Centre,8,0,156,,,4,,,,,,,,,,,2,,,,2,1,,41,,25,3
July 2008,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kadema CHPS,,,,,,,,,,,,,1,,,,,,,,,,,4,,,
July 2008,St. Lucas Health Centre,15,0,158,,,2,,4,,,,,288,18,,,8,,,,5,7,,12,,679,43
July 2008,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sandema Hospital,43,1,234,9,,15,,4,,,,,14,25,,,11,,,,17,6,1,36,,,6
July 2008,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Mutiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Siniensi Community Clinic,15,0,76,,,,,3,,,,,,8,,,2,,,,1,,,27,,10,
July 2008,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Chuchuliga Health Centre,13,0,132,,,2,,1,,,,,,,,,,,,,,3,,41,,18,14
August 2008,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,1,,5,,,1
August 2008,St. Lucas Health Centre,18,0,162,,,3,,1,,,,,431,23,,,8,,10,,1,7,,16,,996,54
August 2008,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Sandema Hospital,36,0,187,4,,15,,,,,,,12,4,,,2,,,,6,8,,49,,,
August 2008,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Mutiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Siniensi Community Clinic,8,0,64,,,,,,,,,,,,,,4,,1,,,6,,40,,23,9
August 2008,Namonsa CHPS,,,,,,,,,,,,9,,,,,,,,,,,,,,,
September 2008,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,1,
September 2008,Chuchuliga Health Centre,10,0,106,,,2,,3,,,,,,3,,,3,,,,1,2,,47,,76,9
September 2008,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kadema CHPS,,,,,,,,,,,,,2,,,,,,,,,,,10,,,4
September 2008,St. Lucas Health Centre,32,0,185,,,5,,4,,1,,,330,12,,,6,,5,,6,5,,16,,911,49
September 2008,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Sandema Hospital,46,0,207,4,,15,,3,,,,,24,,,,6,,,,10,16,,33,2,,1
September 2008,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Mutiensa CHPS,,,,,,,,,,,,,5,,,,,,,,,,,7,,2,6
September 2008,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Siniensi Community Clinic,13,0,70,,,,,,,,,,,2,,,1,,1,,,,,34,,60,1
September 2008,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,,
October 2008,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,2,4
October 2008,Chuchuliga Health Centre,13,0,120,,,3,,2,,,,,2,1,,,,,,,8,1,,21,,103,4
October 2008,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,6
October 2008,St. Lucas Health Centre,14,0,166,,,5,,3,,,,,331,14,,,10,,7,,6,6,,15,,872,55
October 2008,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Sandema Hospital,,,,,,,,,,,,,16,1,,,9,,,,1,7,,30,2,,
October 2008,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Mutiensa CHPS,,,,,,,,,,,,,,,,,1,,,,,,,2,,,3
October 2008,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Siniensi Community Clinic,11,0,82,,,1,,,,,,,4,,,,1,,,,,2,,33,,51,6
October 2008,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kalijiisa CHPS,,,,,,,,,,,,,1,,,,,,,,,,,2,,,
November 2008,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,
November 2008,Chuchuliga Health Centre,10,0,83,,,1,,1,,,,,1,3,,,6,,,,2,1,,18,,76,2
November 2008,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,1
November 2008,St. Lucas Health Centre,17,0,193,,,3,,6,,,,1382,277,10,,,6,,10,,4,7,,18,,745,41
November 2008,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Sandema Hospital,47,0,219,4,,12,,4,,,,,11,2,,,8,,,,5,14,,17,,,1
November 2008,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Mutiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,1,8
November 2008,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Siniensi Community Clinic,8,0,65,,,1,,1,,,,,6,7,,,1,,,1,,2,,23,,49,5
November 2008,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kori CHPS,,,,,,,,,,,,5,,,,,,,,,,,,,,1,
December 2008,Chuchuliga Health Centre,8,0,102,,,1,,2,,,,,,1,,,4,,,,1,2,,25,,67,3
December 2008,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,
December 2008,St. Lucas Health Centre,24,0,191,,,2,,3,,,,,454,16,,,6,,7,,3,5,,10,,778,43
December 2008,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Sandema Hospital,46,0,198,2,,2,,1,,,,,4,51,,,4,,,,4,4,,2,,42,9
December 2008,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Mutiensa CHPS,,,,,,,,,,,,,,,,,1,,1,,,,,,,2,2
December 2008,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Siniensi Community Clinic,4,0,31,,,,,,,,,,1,4,,,,,4,,,,,9,,45,4
December 2008,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,1,3
January 2009,Chuchuliga Health Centre,11,0,112,,,1,,,,,,,,1,,,6,,,,,2,,23,,44,4
January 2009,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,St. Lucas Health Centre,21,0,182,,,3,,4,,,,,414,18,,,7,,5,,2,6,,12,,755,54
January 2009,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Sandema Hospital,31,0,201,,,5,,3,,,,,21,99,,,3,,,,1,2,,16,,30,13
January 2009,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Mutiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
January 2009,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Siniensi Community Clinic,5,0,48,,,1,,,,,,,3,4,,,2,,,,,,,28,,32,4
January 2009,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,1,
February 2009,Chuchuliga Health Centre,8,0,102,,,4,,,,,,,,3,,,2,,,,1,,,16,,30,3
February 2009,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,6
February 2009,St. Lucas Health Centre,15,0,194,,,,,,,,6,2,293,11,,,5,,8,,2,4,,13,,639,32
February 2009,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Sandema Hospital,35,1,210,8,,1,,1,,,10,22,19,82,,,3,,,,1,,,38,,88,3
February 2009,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Mutiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
February 2009,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Siniensi Community Clinic,3,0,60,,,10,,1,,,,,5,1,,,4,,,1,,3,,28,,36,2
February 2009,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,,
March 2009,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
March 2009,Chuchuliga Health Centre,7,0,98,,,2,,3,,,,,,2,,,7,,,,2,2,,27,,58,1
March 2009,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,3
March 2009,St. Lucas Health Centre,25,0,122,,,9,,5,,,4,5,287,9,,,8,,9,,15,5,,10,,610,24
March 2009,Kom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Sandema Hospital,46,1,217,7,,18,,6,,,11,,26,114,,,3,,,,,,,30,,68,7
March 2009,Farinsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Achanyeri-Goayie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Yikpieng/Jansa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Mutiensa CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,3,1
March 2009,Nanjupiung CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Siniensi Community Clinic,9,0,80,,,2,,2,,,,,4,7,,,1,,1,1,,5,,22,,39,4
March 2009,Namonsa CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
April 2009,Zundema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009, Chuchuliga Yipaala CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Kandema CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Chiok CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Kalijiisa CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,
April 2009,Kori CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,
April 2009,Chuchuliga Health Centre,9,0,129,,,2,,2,,,,,,,,,10,,,,4,4,,20,,37,1
April 2009,Sanwaasa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Kadema CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,
