Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
April 2008,Nagani CHPS,,,,,,,,,,,,,,,,,,,1,,,,,,,3,
April 2008,Sumaduri-Tubong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Pialugu CHPS,15,0,100,,,,,,,,,,,,,,3,,3,,,33,,4,,,
April 2008,Bulpielsi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kugri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Woriyanga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kongo Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kugasheigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kpatia (garu Tampane) CHPS,24,0,153,,,,,,,,,,31,17,,,10,,17,,,,1,30,,132,18
April 2008,Gagbiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Duuri CHPS,,,,,,,,,,,,,,,,,,,1,,,,,11,,2,
April 2008,Rabito (garu) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Worikambo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,SIISI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Sumaduri Clinic,,,,,,,,,,,,,,1,,,2,,5,,,,,2,,,2
April 2008,Tarivago CHPS,6,0,83,,,,,,,,,,3,1,,,,,,,,,,13,,4,
April 2008,Quality Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Songo Health Centre,,,,,,,,,,,,,1,,,,1,,,,,,,1,,24,
April 2008,Denugu Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Werichengo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Wadugu CHPS,,,71,,,,,,,,,,6,,,,2,,3,,,,,10,,5,
April 2008,Kugzua CHPS,,,,,,,,,,,,,2,,,,,,,,,,,,,,
April 2008,Lord Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Yizidug CHPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Fame Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Ninsum CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Farfar CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Senebaga CHPS,10,0,85,,,3,,,,,,,4,,,,1,,3,,,,,9,,28,2
April 2008,Tariganga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Yabrago CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Nadigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Denugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Garu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Dabilla CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kpatua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Aloko CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Bugri Health Centre,63,0,368,,,13,,2,,1,,,31,17,,,13,,,,1,,,36,,88,13
May 2008,Dusbuliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tempane CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Bimpella CHPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kpikpira CHPS,17,0,131,,,,,,,,,,,1,,,3,,8,,,,,5,,5,5
May 2008,Akara CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Basyonde Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nagani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sumaduri-Tubong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Pialugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Bulpielsi CHPS,17,0,118,,,,,,,,,,,,,,2,,,,,,,4,,10,
May 2008,Kugri CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,
May 2008,Kongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Woriyanga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kongo Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kugasheigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kpatia (garu Tampane) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Gagbiri CHPS,23,0,183,,,,,,,,,,28,21,,,14,,4,,2,,1,40,,82,10
May 2008,Duuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Rabito (garu) Clinic,,,,,,,,,,,,,,,,,,,,,,,,3,,,
May 2008,Worikambo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,SIISI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sumaduri Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tarivago CHPS,,,,,,,,,,,,,,,,,6,,6,,,,,4,,,
May 2008,Quality Medical Centre,7,0,102,,,,,,,,,,2,,,,,,,,,,,22,,,2
May 2008,Songo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Denugu Clinic,,,,,,,,,,,,,7,,,,7,,,,,,,4,,8,1
May 2008,Werichengo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Wadugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kugzua CHPS,,,85,,,,,,,,,,,,,,6,,5,,,,,20,,5,
May 2008,Lord Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Yizidug CHPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Fame Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Ninsum CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Farfar CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Senebaga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tariganga CHPS,8,0,62,,,,,,,,,,2,5,,,1,,,,,,,10,,,
May 2008,Yabrago CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nadigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Denugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Garu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dabilla CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kpatua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Aloko CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Bugri Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dusbuliga CHPS,70,0,380,,,13,,2,,,,,36,14,,,44,,,,4,,,52,,68,
June 2008,Tempane CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Bimpella CHPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kpikpira CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Akara CHPS,16,0,147,,,1,,,,,,,1,2,,,,,5,,,,,6,,3,1
June 2008,Basyonde Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nagani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sumaduri-Tubong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Pialugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Bulpielsi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kugri CHPS,11,0,128,,,,,,,,,,1,,,,6,,,,,,,3,,5,
June 2008,Kongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Woriyanga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kongo Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kugasheigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kpatia (garu Tampane) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gagbiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Duuri CHPS,21,0,141,,,2,,2,,2,,,19,11,,,11,,14,,,,,38,,117,4
June 2008,Rabito (garu) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Worikambo Health Centre,,,,,,,,,,,,,,,,,,,3,,,,,3,,2,
June 2008,SIISI CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sumaduri Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Tarivago CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Quality Medical Centre,,,,,,,,,,,,,,,,,4,,5,,4,,,,,,1
June 2008,Songo Health Centre,8,0,105,,,1,,,,,,,,,,,,,,,,,,,,17,
June 2008,Denugu Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Werichengo CHPS,,,,,,,,,,,,,3,,,,3,,,,,,,4,,35,
June 2008,Wadugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kugzua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Lord Clinic,,,98,,,,,,,,,,,,,,5,,3,,,,,10,,7,
June 2008,Yizidug CHPS ,,,,,,,,,,,,,,,,,,,,,,,,,,3,
June 2008,Fame Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Ninsum CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Farfar CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Senebaga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Tariganga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Yabrago CHPS,8,0,77,,,,,,,,,,4,7,,,2,,,,,,,12,,34,5
June 2008,Nadigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Denugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Garu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dabilla CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kpatua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Aloko CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Bugri Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dusbuliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tempane CHPS,71,0,515,,,,,2,,,,,,,,,,,,,,,,,,,
July 2008,Bimpella CHPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kpikpira CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Akara CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Basyonde Health Centre,6,0,165,,,1,,,,,,,1,2,,,4,,4,,,,,21,,3,17
July 2008,Nagani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sumaduri-Tubong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Pialugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Bulpielsi CHPS,,,,,,,,,,,,,,,,,,,,,,,,19,,5,
July 2008,Kugri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kongo CHPS,8,0,204,,,,,,,,,,,,,,1,,,,,,,11,,10,
July 2008,Woriyanga Health Centre,,,,,,,,,,,,,,,,,,,,,,,,1,,,
July 2008,Kongo Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kugasheigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kpatia (garu Tampane) CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Gagbiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Duuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Rabito (garu) Clinic,28,0,233,,,,,,,,,,22,12,,,10,,7,,,,,51,,138,20
July 2008,Worikambo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,SIISI CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,4,
July 2008,Sumaduri Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tarivago CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Quality Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Songo Health Centre,,,,,,,,,,,,,2,,,,9,,5,,1,,,7,,6,
July 2008,Denugu Clinic,12,0,109,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Werichengo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Wadugu CHPS,,,,,,,,,,,,,9,,,,6,,,,,,,7,,65,5
July 2008,Kugzua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Lord Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Yizidug CHPS ,,,84,,,,,,,,,,2,,,,4,,3,,,6,,21,,,
July 2008,Fame Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,4,
July 2008,Ninsum CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Farfar CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Senebaga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tariganga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Yabrago CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nadigri CHPS,9,0,65,,,1,,,,,,,3,3,,,2,,,,,,,40,,22,4
August 2008,Denugu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Garu Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
