Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
April 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Piina Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Hamile Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Hinenteng CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Karne Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Samoa Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Piina Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Hamile Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Hinenteng CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Karne Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Samoa Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Piina Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Hamile Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Hinenteng CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Karne Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Samoa Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Piina Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Hamile Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Hinenteng CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Karne Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Samoa Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Piina Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Hamile Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Hinenteng CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Karne Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Samoa Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Piina Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Hamile Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Hinenteng CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Karne Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Samoa Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Piina Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Hamile Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Hinenteng CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Karne Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Samoa Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Piina Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Hamile Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Hinenteng CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Karne Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Samoa Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Sentu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Billaw Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2008,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Piina Health Center,11,0,45,,,,,,,,,,,,,,2,,,,,8,,15,,66,11
January 2009,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Hamile Health Center,20,0,160,,,,,,,,,,2,6,,4,6,,21,19,1,1,,,,55,23
January 2009,Hinenteng CHPS,4,0,34,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Karne Health Center,3,0,49,,,,,2,,,,,10,,,,3,,9,,,2,,11,,60,10
January 2009,Dahile CHPS,,,9,,,,,1,,,,,,,,,,,,,,,,,,,
January 2009,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Samoa Health Centre,,,,,,,,,,,,,2,,,,,,,,,,,25,,36,
January 2009,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Sentu CHPS,,,13,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2009,Billaw Health Centre,9,0,64,,,,,,,,,,14,,,,,,10,,,,,20,,39,
January 2009,Suke CHPS,15,0,95,15,,1,,,,,,,,,,,,,,,,,,,,,
February 2009,Piina Health Center,8,0,38,,,2,,,,,,,5,1,,,2,,,,,,,16,,60,8
February 2009,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Hamile Health Center,9,0,157,,,3,,19,,,,,,,,,,,,,,,,,,,
February 2009,Hinenteng CHPS,2,0,15,,,,,1,,,,,,,,,,,,,,,,,,,
February 2009,Karne Health Center,4,0,63,,,2,,2,,,,,3,2,,,2,,7,,1,,,6,,,13
February 2009,Dahile CHPS,,,18,,,,,,,,,,,,,,,,2,,,,,,,2,
February 2009,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Samoa Health Centre,3,0,13,,,1,,,,,,,1,1,,1,3,,1,,,1,,35,,33,7
February 2009,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Sentu CHPS,3,0,42,,,,,,,,,,1,,,,,,2,,1,,,4,,9,
February 2009,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Billaw Health Centre,,,,,,,,,,,,,1,,,,,,7,,,,,18,,31,
February 2009,Suke CHPS,18,0,111,,,1,,,,,,,,,,,,,,,,,,,,,
March 2009,Piina Health Center,11,0,65,,,,,,,,,,8,,,,,,,4,,,,8,,36,20
March 2009,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Hamile Health Center,14,0,160,,,,,,,,,,7,8,,,10,,,,,1,10,2,,45,21
March 2009,Hinenteng CHPS,,,,,,,,,,,,,2,1,,,,,1,,8,,,17,,17,1
March 2009,Karne Health Center,8,0,69,,,,,,,,,,1,,,,3,,,,,,,1,,19,8
March 2009,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,3
March 2009,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,4,2
March 2009,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Samoa Health Centre,,,,,,,,,,,,,8,,,,,,,,,,,45,,,
March 2009,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Sentu CHPS,,,,,,,,,,,,,2,,,,,,,,,,,5,,,1
March 2009,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Billaw Health Centre,,,90,,,,,,,,,,,,,,,,,,,,,,,,7
March 2009,Suke CHPS,,,,,,,,,,,,,1,,,,,,,,,,,16,,4,
April 2009,Piina Health Center,16,0,53,,,,,,,,,,8,,,,,,,4,,,,8,,36,20
April 2009,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Hamile Health Center,12,0,160,,,,,,,,,,,7,,,,,,,,1,,1,,48,
April 2009,Hinenteng CHPS,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Karne Health Center,5,0,54,,,,,,,,,,3,,,,2,,6,,,,,4,,8,6
April 2009,Dahile CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,6
April 2009,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,6,,,
April 2009,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Samoa Health Centre,16,0,58,,,,,,,,,,2,,,,,,6,,,1,,11,,14,12
April 2009,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Sentu CHPS,,,,,,,,,,,,,1,,,,,,,,,,,5,,13,1
April 2009,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Billaw Health Centre,8,0,54,,,,,,,,,,8,,,,4,,,9,,,,18,,28,3
April 2009,Suke CHPS,4,0,21,,,,,,,,,,1,,,,,,,,,,,8,,2,
May 2009,Piina Health Center,3,0,62,,,5,,2,,,,,,,,,,,,,,,,,,,
May 2009,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Hamile Health Center,14,0,129,,,4,,3,,,,,,5,,,1,,,12,,,,,,45,6
May 2009,Hinenteng CHPS,3,0,9,,,1,,1,,,,,1,,,,1,,1,,,,,7,,4,1
May 2009,Karne Health Center,3,0,60,,,1,,2,,1,,,1,,,,1,,,,2,,,5,,14,14
May 2009,Dahile CHPS,,,24,,,,,,,,,,,,,,,,,,,,,,,,1
May 2009,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Koro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Chebogo CHPS,,,,,,,,,,,,,3,,,,,,,,,,,6,,2,
May 2009,Samoa Health Centre,4,0,45,,,8,,,,,,,,,,,,,,,,,,,,,
May 2009,Muslim Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Chetu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Kpaare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Sentu CHPS,1,0,12,,,,,,,,,,5,,,,,,3,,,1,,5,,2,1
May 2009,Kukuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Billaw Health Centre,8,0,56,,,,,1,,,,,7,1,,,1,,4,,,,,24,,12,2
May 2009,Suke CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Piina Health Center,6,0,80,,,3,,4,,,,,1,1,,,,,4,,2,,,4,,31,19
June 2009,Kanyir Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Hamile Health Center,29,0,161,,,8,,4,,,,,3,5,,,4,,12,5,1,,,,,47,7
June 2009,Hinenteng CHPS,1,0,8,,,,,,,,,1,,,,,,,,1,,,,8,,3,
June 2009,Karne Health Center,8,0,61,,,1,,2,,,,,,,,,3,,,,,,,4,,17,8
June 2009,Dahile CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Kulkarni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Koro CHPS,3,0,44,,,,,3,,,,,3,1,,,,,16,,,3,,6,13,6,4
June 2009,Happah B-line CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Chebogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
