Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
August 2009,Kamahegu CHPS,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Issa Health Centre,7,0,37,,,,,,,,,,,,,,2,,,,,4,,5,,35,6,
August 2009,Bussie Health Centre,7,0,40,,,1,,,,,,,,2,,1,6,,5,,,,,11,,23,13,
September 2009,Owlo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Jinpensi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Fian Health Center,3,0,16,,,,,,,,,,,,,3,2,,,,1,,,1,,18,7,
September 2009,Challa CHPS,,,18,,,2,,,,,,,1,,,,,,8,,3,,,3,,23,1,
September 2009,Kojokperi Health Centre,16,0,74,,,1,,3,,,,,,3,,,6,,6,,4,,,3,,10,6,
September 2009,Tabiesi CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Wogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Daffiama Health Centre,4,0,115,,,2,,1,,1,,,7,2,,,10,,1,2,3,8,,8,,102,9,
September 2009,Samanbo CHPS,,,9,,,,,,,,,,1,,,,,,,,,,,,,2,,
September 2009,Kamahegu CHPS,,,4,,,,,,,,,,,,,,,,1,,,,,,,6,10,
September 2009,Issa Health Centre,10,0,22,,,,,,,,,,,,,1,5,,1,,5,1,,1,,59,3,
September 2009,Bussie Health Centre,12,0,32,,,,,,,,,,,,,4,5,,,,,6,,11,,102,16,
October 2009,Owlo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Jinpensi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Fian Health Center,2,0,26,,,,,1,,,,1,,,,,3,,4,,,,,9,,71,13,
October 2009,Challa CHPS,,,18,,,,,,,,,28,,1,,,,,,,,1,,5,,8,2,
October 2009,Kojokperi Health Centre,7,0,80,,,1,,,,,,,,,,,,,,,,,,,,,,
October 2009,Tabiesi CHPS,,,15,,,,,,,,,,,3,,,1,,,3,,,,8,,106,3,
October 2009,Wogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Daffiama Health Centre,10,0,51,,,1,,17,,,,,,,,,,,,,,,,,,,,
October 2009,Samanbo CHPS,,,5,,,,,,,,,,1,,,,,,,,,,,,,3,,
October 2009,Kamahegu CHPS,,,6,,,,,,,,,6,,,,,,,,,,,,,,,,
October 2009,Issa Health Centre,6,0,31,,,,,,,,,,,,,,2,,4,,,9,,12,,131,6,
October 2009,Bussie Health Centre,8,0,44,,,1,,1,,1,,,,,,,8,,6,,,,,2,,5,12,
November 2009,Owlo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Jinpensi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Fian Health Center,,,27,,,,,,,,,,,,,,2,,5,,,,,3,,22,4,
November 2009,Challa CHPS,,,23,,,,,,,,,,1,,,,,,2,3,1,,,4,,17,1,
November 2009,Kojokperi Health Centre,9,0,42,,,,,1,,,,,,1,,1,1,,2,,,,,9,,13,2,
November 2009,Tabiesi CHPS,1,0,9,,,,,,,,,,1,2,,,,,,2,,1,,5,,42,2,
November 2009,Wogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Daffiama Health Centre,5,0,70,,,1,,27,,,,,4,2,,1,10,,,,1,6,,10,,105,20,
November 2009,Samanbo CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
November 2009,Kamahegu CHPS,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Issa Health Centre,5,0,24,,,,,,,,,,,,,,10,,,,4,,,20,,25,7,
November 2009,Bussie Health Centre,3,0,31,,,,,,,,,2,,3,,,1,,8,,1,,,13,,76,9,
December 2009,Owlo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Jinpensi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Fian Health Center,2,0,30,,,,,1,,,,,,1,,,2,,2,,4,,,10,,25,7,
December 2009,Challa CHPS,,,21,,,,,,,,,,,,,,,,3,,,1,,2,,19,,
December 2009,Kojokperi Health Centre,5,0,50,,,1,,,,,,2,,3,,,1,,5,1,1,1,,8,,23,6,
December 2009,Tabiesi CHPS,,,17,,,,,,,,,,1,1,,,1,,,1,,2,,6,,30,2,
December 2009,Wogu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Daffiama Health Centre,6,0,52,,,2,,17,,,,1,11,2,,,6,,1,1,2,6,,18,,65,4,
December 2009,Samanbo CHPS,1,0,4,,,,,,,,,,,,,,,,,,,,,2,,,,
December 2009,Kamahegu CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Issa Health Centre,6,0,36,,,,,,,,,,,,,1,2,,6,,7,31,,12,,,4,
December 2009,Bussie Health Centre,5,0,35,,,,,1,,,,,,,,,,,,,,,,,,,,
January 2010,Owlo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Jinpensi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
