Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
February 2008,Kopella CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Gbantango Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Zongoire CHPS,,,,,,,,,,,,,4,,,,,,,,,,,12,,7,
February 2008,Zebilla Town Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Tarikom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Timonde Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Dagunba CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Yarigu CHPS,,,,,,,,,,,,,,,,,,,1,,,,,5,,12,
February 2008,Faith (bawku West) Clinic,,,,,,,,,,,,,,2,,,,,,,,,,1,,,5
February 2008,Widnaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,2,
February 2008,Naaba Akparibilla Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Zebilla Hospital,,,,,,,,,,,,,5,7,,,1,,2,,1,1,,10,,45,
February 2008,Azuwera CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Apodapogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kansoongu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Zebilla Rch,43,0,414,5,,6,,1,,,,,,,,,,,,,,,,,,,
February 2008,Galaka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Binaba Health Centre,28,0,158,,,,,,,,,,10,,,,7,,11,,2,1,,41,,126,
February 2008,Soogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Googo Clinic,16,0,110,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Agatusi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Zongoire Health Centre,22,0,116,,,1,,,,,,,5,6,,,4,,2,,,,,8,,,3
March 2008,Tonde CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Salpiiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Biringu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Sapelliga Health Centre,22,0,88,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Boya CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Tanga CHPS,,,60,,,,,,,,,26,,,,,,,,,,,,3,,5,
March 2008,Tilli Clinic,9,0,40,,,,,,,,,,,,,,1,,,,,,,5,,9,6
March 2008,Gozeisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Teshie CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,,
March 2008,Gossips Clinic,,,,,,,,,,,,,,,,,32,,1,,1,2,,19,,,
March 2008,Yelwoko Clinic,20,0,173,,,1,,,,,,,44,5,,,13,,,,1,,,28,,13,14
March 2008,Kopella CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Gbantango Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Zongoire CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Zebilla Town Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Tarikom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Timonde Health Centre,,,,,,,,,,,,,,,,,,,,,,,,2,,5,
March 2008,Dagunba CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Yarigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,6,,5,1
March 2008,Faith (bawku West) Clinic,,,,,,,,,,,,,,1,,,,,,,,,,1,,,17
March 2008,Widnaba Clinic,,,,,,,,,,,,,,,,,1,,1,,,,,1,,4,
March 2008,Naaba Akparibilla Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Zebilla Hospital,,,,,,,,,,,,498,17,14,,,9,,11,,9,2,1,19,,31,
March 2008,Azuwera CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,
March 2008,Apodapogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kansoongu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Zebilla Rch,74,0,328,10,,1,,,,,,,,,,,,,,,,,,,,,
March 2008,Galaka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Binaba Health Centre,31,0,188,,,,,,,,,,8,,,,3,,11,,,,,35,,139,
March 2008,Soogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Googo Clinic,9,0,101,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Agatusi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Zongoire Health Centre,20,0,75,,,1,,,,1,,,8,,,,,,2,,,,,15,,10,
April 2008,Tonde CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Salpiiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Biringu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Sapelliga Health Centre,29,0,92,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Boya CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Tanga CHPS,,,54,,,,,3,,,,,,1,,,,,,,,,,6,,2,
April 2008,Tilli Clinic,11,0,59,,,,,2,,,,,,,,,2,,1,,,,,5,,10,5
April 2008,Gozeisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Teshie CHPS,,,,,,,,,,,,,,,,,,,,,,,,10,,10,3
April 2008,Gossips Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Yelwoko Clinic,25,0,185,,,1,,,,,,,21,2,,,20,,,,,,1,30,,10,22
April 2008,Kopella CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Gbantango Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Zongoire CHPS,,,,,,,,,,,,30,6,,,,,,,,,,,11,,2,3
April 2008,Zebilla Town Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Tarikom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Timonde Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Dagunba CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Yarigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,4,
April 2008,Faith (bawku West) Clinic,,,,,,,,,,,,,,3,,,,,,,,,,1,,,8
April 2008,Widnaba Clinic,,,,,,,,,,,,,,,,,4,,,,,,,1,,,
April 2008,Naaba Akparibilla Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Zebilla Hospital,,,,,,,,,,,,,5,15,,,9,,9,,3,7,,12,,92,
April 2008,Azuwera CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Apodapogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kansoongu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Zebilla Rch,56,0,372,2,,,,8,,,,,,,,,,,,,,,,,,,
April 2008,Galaka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Binaba Health Centre,34,0,162,,,,,,,,,,,,,,10,,11,,8,6,,45,,116,
April 2008,Soogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Googo Clinic,8,0,104,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Agatusi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Zongoire Health Centre,22,0,84,,,1,,,,,,,3,2,,,1,,2,,,,,10,,6,
May 2008,Tonde CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Salpiiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Biringu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sapelliga Health Centre,28,0,96,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Boya CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tanga CHPS,,,61,,,,,4,,,,,,,,,,,,,,,,9,,,2
May 2008,Tilli Clinic,12,0,51,,,,,,,,,,,,,,,,,,,,,8,,9,4
May 2008,Gozeisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Teshie CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,11,3
May 2008,Gossips Clinic,,,,,,,,,,,,,3,,,,53,,,,2,,,9,,,
May 2008,Yelwoko Clinic,19,0,137,,,,,,,,,268,46,3,,,15,,3,,,,,46,,8,29
May 2008,Kopella CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Gbantango Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Zongoire CHPS,,,,,,,,,,,,,2,,,,,,,,,,,7,,4,
May 2008,Zebilla Town Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Tarikom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Timonde Health Centre,,,,,,,,,,,,,,,,,1,,,,,1,,10,,8,
May 2008,Dagunba CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Yarigu CHPS,,,,,,,,,,,,,1,,,,,,1,,,,,12,,2,
May 2008,Faith (bawku West) Clinic,,,,,,,,,,,,,,1,,,,,,,,,,2,,,8
May 2008,Widnaba Clinic,,,,,,,,,,,,,,,,,3,,,,,,,2,,,
May 2008,Naaba Akparibilla Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Zebilla Hospital,,,,,,,,,,,,950,1,19,,,3,,3,,2,5,,32,4,77,
May 2008,Azuwera CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,
May 2008,Apodapogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kansoongu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Zebilla Rch,75,0,449,12,,16,,15,,1,,,,,,,,,,,,,,,,,
May 2008,Galaka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Binaba Health Centre,40,0,184,,,,,,,,,,6,,,,8,,7,,8,,1,38,,104,
May 2008,Soogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Googo Clinic,16,0,78,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Agatusi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Zongoire Health Centre,23,0,107,,,,,,,,,,3,,,,,,,,,,,10,,14,
June 2008,Tonde CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Salpiiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Biringu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sapelliga Health Centre,26,0,85,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Boya CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Tanga CHPS,,,25,,,,,2,,,,,,,,,,,,,,,,7,,4,4
June 2008,Tilli Clinic,11,0,55,,,,,,,,,,,,,,,,,,,,,4,,4,6
June 2008,Gozeisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Teshie CHPS,,,,,,,,,,,,,,,,,,,,,,,,19,,,
June 2008,Gossips Clinic,,,,,,,,,,,,,,,,,31,,,,3,3,,22,,,
June 2008,Yelwoko Clinic,16,0,118,,,1,,,,,,,30,,,,1,,,,1,,,22,,9,15
June 2008,Kopella CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gbantango Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Zongoire CHPS,,,,,,,,,,,,45,2,,,,,,,,,,,3,,4,
June 2008,Zebilla Town Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Tarikom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Timonde Health Centre,,,,,,,,,,,,,,,,,,,,,,,,6,,7,
June 2008,Dagunba CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Yarigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,6,
June 2008,Faith (bawku West) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,12
June 2008,Widnaba Clinic,,,,,,,,,,,,,,,,,,,4,,,,,2,,6,
June 2008,Naaba Akparibilla Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Zebilla Hospital,,,,,,,,,,,,,19,33,,,15,,33,,5,4,,26,4,54,
June 2008,Azuwera CHPS,,,,,,,,,,,,,,,,,,,1,,,,,3,,,
June 2008,Apodapogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kansoongu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Zebilla Rch,62,0,355,9,,,,10,,,,,,,,,,,,,,,,,,,
June 2008,Galaka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Binaba Health Centre,33,0,152,,,,,,,,,,12,,,,9,,2,,3,1,,70,,150,
June 2008,Soogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Googo Clinic,18,0,53,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Agatusi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Zongoire Health Centre,23,0,115,,,,,,,,,,1,,,,,,,,,,,16,,9,
July 2008,Tonde CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Salpiiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Biringu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sapelliga Health Centre,20,0,138,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Boya CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tanga CHPS,,,87,,,,,,,,,,,,,,,,,,,,,15,,1,11
July 2008,Tilli Clinic,8,0,63,,,2,,,,,,,,4,,,,,,,,,,2,,,14
July 2008,Gozeisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Teshie CHPS,,,,,,,,,,,,,,,,,,,2,,,,,20,,17,
July 2008,Gossips Clinic,,,,,,,,,,,,,9,,,,23,,,,2,1,,40,,,5
July 2008,Yelwoko Clinic,16,0,147,,,1,,,,,,,35,8,,,4,,1,,3,1,,41,,37,28
July 2008,Kopella CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Gbantango Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Zongoire CHPS,,,,,,,,,,,,,1,,,,,,,,,,,12,,1,
July 2008,Zebilla Town Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Tarikom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Timonde Health Centre,,,,,,,,,,,,,,,,,1,,4,,,,,10,,6,
July 2008,Dagunba CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Yarigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,13,,16,
July 2008,Faith (bawku West) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Widnaba Clinic,,,,,,,,,,,,,,,,,6,,1,,1,,,1,,4,1
July 2008,Naaba Akparibilla Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Zebilla Hospital,,,,,,,,,,,,,5,10,,,3,,3,,3,4,,29,,107,
July 2008,Azuwera CHPS,,,,,,,,,,,,,,,,,,,3,,,,,4,,1,
July 2008,Apodapogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kansoongu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Zebilla Rch,55,0,455,8,,,,9,,,,,,,,,,,,,,,,,,,
July 2008,Galaka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Binaba Health Centre,26,0,196,,,,,,,,,,2,,,,5,,2,,6,4,,57,,185,
July 2008,Soogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Googo Clinic,16,16,56,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Agatusi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Zongoire Health Centre,24,0,92,,,,,2,,,,,,,,,2,,1,,,1,,39,,25,
August 2008,Tonde CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Salpiiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Biringu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Sapelliga Health Centre,23,0,93,,,1,,,,,,,,,,,,,,,,,,,,,
August 2008,Boya CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Tanga CHPS,,,104,,,,,,,,,,,,,,,,,,,,,12,,3,5
August 2008,Tilli Clinic,14,0,34,,,,,,,,,,,,,,,,,,,,,9,,13,5
August 2008,Gozeisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Teshie CHPS,,,,,,,,,,,,,,,,,,,4,,,,,45,,,
August 2008,Gossips Clinic,,,,,,,,,,,,,,,,,,,,,,,,36,,,9
August 2008,Yelwoko Clinic,18,0,154,,,3,,2,,1,,,,,,,,,,,,,,,,,
August 2008,Kopella CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Gbantango Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Zongoire CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,,
August 2008,Zebilla Town Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Tarikom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Timonde Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dagunba CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Yarigu CHPS,,,,,,,,,,,,,,,,,4,,,,,,,,,,
August 2008,Faith (bawku West) Clinic,,,,,,,,,,,,,,3,,,,,,,,,,,,,10
August 2008,Widnaba Clinic,,,,,,,,,,,,,,,,,3,,2,,,,,12,,9,
August 2008,Naaba Akparibilla Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Zebilla Hospital,,,,,,,,,,,,2079,56,38,,,6,,14,,7,,,25,,65,
August 2008,Azuwera CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,1,
August 2008,Apodapogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kansoongu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Zebilla Rch,61,0,476,8,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Galaka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Binaba Health Centre,23,0,206,,,5,,1,,,,,,6,,,5,,8,,7,,,111,,302,
August 2008,Soogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Googo Clinic,,,64,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Agatusi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Zongoire Health Centre,28,0,97,,,,,4,,1,,,6,1,,,,,,,,,,37,,61,
September 2008,Tonde CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Salpiiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Biringu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Sapelliga Health Centre,38,0,134,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Boya CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Tanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,12,,14,
September 2008,Tilli Clinic,13,0,40,,,1,,1,,,,,,,,,,,,,,,,,,,
September 2008,Gozeisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Teshie CHPS,,,,,,,,,,,,,,,,,2,,1,,,,,,,16,2
September 2008,Gossips Clinic,,,,,,,,,,,,,3,,,,20,,,,,3,,31,,31,
September 2008,Yelwoko Clinic,21,0,161,,,,,,,1,,,,,,,,,,,,,,,,,
September 2008,Kopella CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Gbantango Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Zongoire CHPS,,,,,,,,,,,,60,3,,,,,,,,,,,3,,12,
September 2008,Zebilla Town Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Tarikom CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Timonde Health Centre,,,,,,,,,,,,,,,,,,,,,,,,28,,34,8
September 2008,Dagunba CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Yarigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,33,,51,
September 2008,Faith (bawku West) Clinic,,,,,,,,,,,,,,1,,,,,,,,,,,,,19
September 2008,Widnaba Clinic,,,,,,,,,,,,,,,,,7,,3,,,,,6,,4,
September 2008,Naaba Akparibilla Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Zebilla Hospital,,,,,,,,,,,,2248,,9,,,8,,8,,1,2,,28,,149,
September 2008,Azuwera CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Apodapogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Kansoongu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,3,
September 2008,Zebilla Rch,55,0,289,13,,2,,9,,,,,,,,,,,,,,,,,,,
September 2008,Galaka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2008,Binaba Health Centre,33,0,228,,,1,,,,,,,6,,,,4,,6,,1,,,24,,141,7
September 2008,Soogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Googo Clinic,9,0,56,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Agatusi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Zongoire Health Centre,23,0,101,,,,,,,,,,4,2,,,3,,1,,,,,21,,35,
October 2008,Tonde CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Salpiiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2008,Biringu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
