Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals
January 2008,Abokobisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2008,Amanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2008,AtansekaCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2008,Awisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2008,Ayelbia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2008,Adaboya CHPS,1,0,19,,,,,,,,,,,,,,,,,,,,,,,,
January 2008,Zorko Health Centre,36,0,174,,,3,,,,,,,1,4,,,1,,2,,,,,17,,40,1
January 2008,Wagliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2008,Kodorogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Anafobisi Clinic,4,0,124,,,,,1,,,,,,,,,,,,,,,,,,,
February 2008,TarongoCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Asologo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kuyelgo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Dua  Clinic,7,0,72,,,6,,,,,,,,,,,,,,,,,,16,,16,9
February 2008,Apatanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Bongo Hospital,36,0,71,2,,,,,,,,,9,,,,7,,,,2,6,1,28,,28,
February 2008,Tangapore CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Akolposiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kabre CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Balungu CHPS,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
February 2008,Kulpelliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Borigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Sikabisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Goo Awaa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Gamborogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Apuwongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Bongo Soe Health Centre,14,0,202,,,,,,,,,,,1,,,1,,1,,,1,,10,,,
February 2008,Ayopia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Boko CHPS,,,,,,3,,,,,,,,,,,,,,,,,,,,,
February 2008,Nayorigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Atampintin CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Nyariga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Sambolgo-moo  CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kunkua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Namoo Health Centre,12,0,142,,,,,,,,,,,,,,,,,,,1,,14,,31,5
February 2008,Vea Health Centre,18,0,180,,,,,,,,,,,,,,4,,4,,,,,8,,13,2
February 2008,Beo Tanko,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Lungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Atampisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,6,
February 2008,Kadare CHPS,,,18,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Gowrie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Feo CHPS,12,0,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Abokobisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Amanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,AtansekaCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Awisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Ayelbia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Adaboya CHPS,,,12,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Zorko Health Centre,43,0,144,,,5,,2,,,,,,5,,,,,,,,,,16,,50,1
February 2008,Wagliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2008,Kodorogo CHPS,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Anafobisi Clinic,3,0,130,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,TarongoCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Asologo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kuyelgo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Dua  Clinic,9,0,69,,,5,,,,,,,,,,,,,,,,,,15,,13,
March 2008,Apatanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Bongo Hospital,38,0,100,5,,9,,,,,,,35,10,,,5,,2,,2,10,,23,,27,
March 2008,Tangapore CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Akolposiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kabre CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Balungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,2,
March 2008,Kulpelliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Borigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Sikabisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Goo Awaa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Gamborogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Apuwongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Bongo Soe Health Centre,14,0,185,,,,,,,,,,,,,,,,,,,,,5,,,1
March 2008,Ayopia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Boko CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Nayorigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Atampintin CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Nyariga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Sambolgo-moo  CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kunkua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Namoo Health Centre,7,0,118,,,,,,,,,,2,3,,,3,,,,,,,19,,10,8
March 2008,Vea Health Centre,21,0,199,,,2,,,,,,,,,,,2,,6,,,,,5,,16,
March 2008,Beo Tanko,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Lungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Atampisi CHPS,,,,,,,,,,,,,2,,,,,,,,,,,3,,6,
March 2008,Kadare CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Gowrie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Feo CHPS,11,0,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Abokobisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Amanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,AtansekaCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Awisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Ayelbia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Adaboya CHPS,6,0,16,,,4,,,,,,,,,,,,,,,,,,,,,
March 2008,Zorko Health Centre,32,0,166,,,2,,,,,,,1,10,,,1,,1,,,,,15,,2,2
March 2008,Wagliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2008,Kodorogo CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Anafobisi Clinic,4,0,141,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,TarongoCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Asologo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kuyelgo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Dua  Clinic,9,0,71,,,,,3,,,,,,,,,,,,,,,,5,,,
April 2008,Apatanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Bongo Hospital,38,2,81,6,,11,,,,,,,2,2,,,1,,,,6,2,1,87,,44,
April 2008,Tangapore CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Akolposiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kabre CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Balungu CHPS,,,,,,1,,1,,,,,,,,,,,,,,,,4,,4,
April 2008,Kulpelliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Borigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Sikabisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Goo Awaa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Gamborogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Apuwongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Bongo Soe Health Centre,16,0,182,,,,,,,,,,2,1,,,,,3,,,,,10,,1,
April 2008,Ayopia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Boko CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Nayorigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Atampintin CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Nyariga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Sambolgo-moo  CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kunkua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Namoo Health Centre,15,0,99,,,2,,,,,,,,7,,,,,,,,,,27,,,5
April 2008,Vea Health Centre,41,0,194,,,1,,,,1,,,,,,,,,,,,,,14,,22,
April 2008,Beo Tanko,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Lungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Atampisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,7,
April 2008,Kadare CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Gowrie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Feo CHPS,14,0,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Abokobisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Amanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,AtansekaCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Awisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Ayelbia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Adaboya CHPS,1,0,20,,,4,,,,,,,,,,,,,,,,,,,,,
April 2008,Zorko Health Centre,43,0,181,,,,,,,,,,71,42,,,1,,,,,,,37,,56,3
April 2008,Wagliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2008,Kodorogo CHPS,,,12,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Anafobisi Clinic,7,0,148,,,,,27,,,,,,,,,,,,,,,,,,,
May 2008,TarongoCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Asologo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kuyelgo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Dua  Clinic,10,0,63,2,,2,,23,,,,,,,,,,,,,,,,2,,5,12
May 2008,Apatanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Bongo Hospital,42,0,95,14,,1,,,,,,,5,6,,,1,,1,,4,,,54,,28,
May 2008,Tangapore CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Akolposiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kabre CHPS,,,,,,,,2,,,,,,,,,,,,,,,,,,,
May 2008,Balungu CHPS,,,,,,1,,9,,,,,,,,,,,,,,,,7,,2,
May 2008,Kulpelliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Borigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sikabisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Goo Awaa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Gamborogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Apuwongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Bongo Soe Health Centre,6,0,197,1,,2,,,,,,,4,1,,,3,,,,,,,25,,,12
May 2008,Ayopia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Boko CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nayorigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Atampintin CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Nyariga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Sambolgo-moo  CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kunkua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Namoo Health Centre,14,0,105,5,,,,31,,,,,2,7,,,,,,,,2,,29,,37,2
May 2008,Vea Health Centre,23,0,189,,,,,,,,,,,,,,,,4,,,,,14,,21,
May 2008,Beo Tanko,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Lungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Atampisi CHPS,,,,,,,,4,,,,,,,,,,,,,,,,6,,4,
May 2008,Kadare CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Gowrie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Feo CHPS,10,0,,2,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Abokobisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Amanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,AtansekaCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Awisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Ayelbia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Adaboya CHPS,1,0,21,,,,,1,,,,,,,,,,,,,,,,,,,
May 2008,Zorko Health Centre,36,0,427,5,,2,,,,,,,,,,,,,,,,,,,,,
May 2008,Wagliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2008,Kodorogo CHPS,,,5,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Anafobisi Clinic,2,0,138,,,,,2,,1,,,,,,,,,,,,,,,,,
June 2008,TarongoCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Asologo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kuyelgo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Dua  Clinic,11,0,54,,,8,,,,,,,,,,,1,,1,,,,,8,,13,5
June 2008,Apatanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Bongo Hospital,42,0,93,6,,2,,,,,,,12,7,,,5,,,,4,5,1,61,,,
June 2008,Tangapore CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Akolposiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kabre CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Balungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,6,,3,3
June 2008,Kulpelliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Borigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sikabisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Goo Awaa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gamborogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Apuwongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Bongo Soe Health Centre,16,0,137,,,,,,,,,,,,,,4,,,,,,,19,,,
June 2008,Ayopia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Boko CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nayorigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Atampintin CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Nyariga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Sambolgo-moo  CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kunkua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Namoo Health Centre,5,0,104,,,1,,,,,,,1,1,,,,,,,,2,,32,,29,2
June 2008,Vea Health Centre,25,0,190,,,1,,,,,,,,,,,2,,6,,,,,23,,15,2
June 2008,Beo Tanko,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Lungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Atampisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,8,,4,2
June 2008,Kadare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Gowrie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Feo CHPS,12,0,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Abokobisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Amanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,AtansekaCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Awisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Ayelbia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Adaboya CHPS,,,31,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Zorko Health Centre,28,0,393,,,,,,,,,,1,29,,,3,,6,,,,,81,,39,2
June 2008,Wagliga CHPS,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
June 2008,Kodorogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Anafobisi Clinic,5,0,125,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,TarongoCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Asologo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kuyelgo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Dua  Clinic,20,0,90,,,2,,,,,,,,,,,,,,,,,,19,,,
July 2008,Apatanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Bongo Hospital,29,0,135,4,,5,,1,,,,,29,14,,,11,,,,8,6,1,96,,,
July 2008,Tangapore CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Akolposiga CHPS,,,3,,,,,,,,,,,,,,,,,,,,,1,,,
July 2008,Kabre CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,1
July 2008,Balungu CHPS,,,,,,,,,,2,,,,,,,,,,,1,,,7,,4,
July 2008,Kulpelliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Borigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sikabisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Goo Awaa CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Gamborogo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Apuwongo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Bongo Soe Health Centre,9,0,69,,,,,,,,,,2,1,,,,,,,,,,16,,,
July 2008,Ayopia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Boko CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,
July 2008,Nayorigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Atampintin CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Nyariga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Sambolgo-moo  CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Kunkua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Namoo Health Centre,9,0,12,,,1,,1,,,,,1,9,,,,,,,1,1,,27,,27,1
July 2008,Vea Health Centre,26,0,199,,,3,,,,,,,,,,,1,,4,,,,,23,,13,4
July 2008,Beo Tanko,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Lungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Atampisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,10,,,
July 2008,Kadare CHPS,,,6,,,,,,,,,,,,,,,,,,,,,5,,1,
July 2008,Gowrie CHPS,,,,,,,,,,,,,,,,,,,1,,,,,6,,,
July 2008,Feo CHPS,6,0,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Abokobisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Amanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,AtansekaCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Awisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Ayelbia CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2008,Adaboya CHPS,2,0,41,,,,,,,,,,,,,,2,,,,,,,9,,,
July 2008,Zorko Health Centre,32,0,111,,,2,,,,,,,,15,,,2,,4,,,1,,60,,30,3
July 2008,Wagliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,13,,21,2
July 2008,Kodorogo CHPS,1,0,9,,,,,,,,,,,,,,,,,,,,,1,,,1
August 2008,Anafobisi Clinic,6,0,87,,,,,1,,,,,,,,,,,,,,,,,,,
August 2008,TarongoCHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Asologo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Kuyelgo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Dua  Clinic,26,0,137,,,12,,,,,,,,,,,,,,,,,,27,,,10
August 2008,Apatanga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Bongo Hospital,46,0,113,,,6,,3,,,,,11,5,,,4,,,,2,6,3,71,,44,
August 2008,Tangapore CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Akolposiga CHPS,,,7,,,,,,,,,,,,,,,,,,,,,2,,,
August 2008,Kabre CHPS,,,4,,,,,,,,,,,,,,,,,,,,,3,,2,2
August 2008,Balungu CHPS,,,,,,,,,,4,,,,,,,,,,,,,,13,,4,
August 2008,Kulpelliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2008,Borigo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,
